id,full_name,url,stars,forks,commits,open_issue,closed_issue
393571599,babysor/MockingBird,https://api.github.com/repos/babysor/MockingBird,19829,2752,173,372,376
82524265,hunkim/DeepLearningZeroToAll,https://api.github.com/repos/hunkim/DeepLearningZeroToAll,4265,2728,335,0,75
227272405,AliaksandrSiarohin/first-order-model,https://api.github.com/repos/AliaksandrSiarohin/first-order-model,12148,2718,101,270,220
168799526,rwightman/pytorch-image-models,https://api.github.com/repos/rwightman/pytorch-image-models,16563,2707,0,0,0
349321229,TencentARC/GFPGAN,https://api.github.com/repos/TencentARC/GFPGAN,17370,2625,106,186,102
157813180,microsoft/ai-edu,https://api.github.com/repos/microsoft/ai-edu,10609,2579,658,62,66
134292654,eriklindernoren/PyTorch-YOLOv3,https://api.github.com/repos/eriklindernoren/PyTorch-YOLOv3,6516,2512,519,92,596
136202695,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,11321,2506,3780,885,1872
104623696,Ewenwan/MVision,https://api.github.com/repos/Ewenwan/MVision,6264,2484,3394,15,17
106024057,pyg-team/pytorch_geometric,https://api.github.com/repos/pyg-team/pytorch_geometric,13834,2435,6433,647,2283
70746484,apache/tvm,https://api.github.com/repos/apache/tvm,7742,2397,10232,431,2432
74505259,slundberg/shap,https://api.github.com/repos/slundberg/shap,15535,2347,2277,1533,629
65932217,priya-dwivedi/Deep-Learning,https://api.github.com/repos/priya-dwivedi/Deep-Learning,3088,2347,195,65,51
51905353,apache/arrow,https://api.github.com/repos/apache/arrow,9162,2224,13263,3157,16826
178626720,PyTorchLightning/pytorch-lightning,https://api.github.com/repos/PyTorchLightning/pytorch-lightning,17417,2176,0,0,0
131881622,NVIDIA/DeepLearningExamples,https://api.github.com/repos/NVIDIA/DeepLearningExamples,7694,2172,1387,171,544
91356408,allenai/allennlp,https://api.github.com/repos/allenai/allennlp,10814,2161,2719,80,2477
140018843,udacity/deep-reinforcement-learning,https://api.github.com/repos/udacity/deep-reinforcement-learning,4071,2130,24,2,33
155636246,jantic/DeOldify,https://api.github.com/repos/jantic/DeOldify,14734,2103,514,0,333
106807883,apachecn/Interview,https://api.github.com/repos/apachecn/Interview,7287,2077,51,0,25
82841862,OpenNMT/OpenNMT-py,https://api.github.com/repos/OpenNMT/OpenNMT-py,5467,2076,2711,16,1345
145148726,Azure/MachineLearningNotebooks,https://api.github.com/repos/Azure/MachineLearningNotebooks,2865,2066,1261,315,1052
130375797,dmlc/dgl,https://api.github.com/repos/dmlc/dgl,8961,2040,2902,280,1798
99846383,horovod/horovod,https://api.github.com/repos/horovod/horovod,12145,2011,1300,334,1806
165826654,deepmind/deepmind-research,https://api.github.com/repos/deepmind/deepmind-research,9679,1976,356,140,133
74660642,taichi-dev/taichi,https://api.github.com/repos/taichi-dev/taichi,18283,1882,10233,669,1645
247266215,JaidedAI/EasyOCR,https://api.github.com/repos/JaidedAI/EasyOCR,13824,1874,569,170,558
136914524,flairNLP/flair,https://api.github.com/repos/flairNLP/flair,11267,1822,5115,57,2013
87720287,Cadene/pretrained-models.pytorch,https://api.github.com/repos/Cadene/pretrained-models.pytorch,8404,1781,154,82,94
97641933,OpenMined/PySyft,https://api.github.com/repos/OpenMined/PySyft,7937,1778,19676,116,3248
89266735,facebookresearch/ParlAI,https://api.github.com/repos/facebookresearch/ParlAI,8637,1776,4301,66,1442
79626502,kuangliu/pytorch-cifar,https://api.github.com/repos/kuangliu/pytorch-cifar,4479,1774,78,86,44
181746604,xingyizhou/CenterNet,https://api.github.com/repos/xingyizhou/CenterNet,6209,1755,51,422,559
81275248,amdegroot/ssd.pytorch,https://api.github.com/repos/amdegroot/ssd.pytorch,4552,1698,333,350,180
117772329,MVIG-SJTU/AlphaPose,https://api.github.com/repos/MVIG-SJTU/AlphaPose,5883,1650,190,194,857
401780066,girlscript/winter-of-contributing,https://api.github.com/repos/girlscript/winter-of-contributing,927,1650,10156,1175,2923
217475193,PaddlePaddle/PaddleDetection,https://api.github.com/repos/PaddlePaddle/PaddleDetection,6365,1624,2113,843,3630
100485912,milesial/Pytorch-UNet,https://api.github.com/repos/milesial/Pytorch-UNet,4984,1599,155,45,334
204086862,streamlit/streamlit,https://api.github.com/repos/streamlit/streamlit,17814,1598,5300,591,2483
156606738,openai/spinningup,https://api.github.com/repos/openai/spinningup,6659,1593,99,144,117
94317993,jadore801120/attention-is-all-you-need-pytorch,https://api.github.com/repos/jadore801120/attention-is-all-you-need-pytorch,6246,1570,196,55,115
135673451,microsoft/nni,https://api.github.com/repos/microsoft/nni,11015,1567,2905,257,1583
75413130,isl-org/Open3D,https://api.github.com/repos/isl-org/Open3D,6227,1554,3954,760,2411
60626727,tensorlayer/TensorLayer,https://api.github.com/repos/tensorlayer/TensorLayer,6889,1542,3353,21,441
250213286,huggingface/datasets,https://api.github.com/repos/huggingface/datasets,12527,1513,3348,447,1605
97159209,TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,https://api.github.com/repos/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,3019,1493,1394,12,0
114054873,espnet/espnet,https://api.github.com/repos/espnet/espnet,4714,1476,17080,369,1665
267176885,facebookresearch/detr,https://api.github.com/repos/facebookresearch/detr,8390,1475,47,195,282
45495679,EpistasisLab/tpot,https://api.github.com/repos/EpistasisLab/tpot,8445,1454,2390,268,607
156939672,microsoft/onnxruntime,https://api.github.com/repos/microsoft/onnxruntime,6275,1451,8234,1315,2937
214118425,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,https://api.github.com/repos/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,6244,1429,189,116,140
198616978,UKPLab/sentence-transformers,https://api.github.com/repos/UKPLab/sentence-transformers,7105,1411,1191,866,768
300996055,lucidrains/vit-pytorch,https://api.github.com/repos/lucidrains/vit-pytorch,8639,1406,265,101,114
189350661,lukemelas/EfficientNet-PyTorch,https://api.github.com/repos/lukemelas/EfficientNet-PyTorch,6778,1398,162,147,141
287463830,microsoft/qlib,https://api.github.com/repos/microsoft/qlib,8074,1386,1901,171,514
250184708,aladdinpersson/Machine-Learning-Collection,https://api.github.com/repos/aladdinpersson/Machine-Learning-Collection,3021,1372,86,68,35
68254498,cleverhans-lab/cleverhans,https://api.github.com/repos/cleverhans-lab/cleverhans,5410,1351,3203,25,422
127577916,deep-learning-with-pytorch/dlwpt-code,https://api.github.com/repos/deep-learning-with-pytorch/dlwpt-code,3221,1337,39,70,32
265645902,adamian98/pulse,https://api.github.com/repos/adamian98/pulse,6132,1299,29,55,26
153097643,openvinotoolkit/openvino,https://api.github.com/repos/openvinotoolkit/openvino,3023,1294,9974,48,1713
142076747,microsoft/ailab,https://api.github.com/repos/microsoft/ailab,6948,1293,136,26,25
112535474,DmitryUlyanov/deep-image-prior,https://api.github.com/repos/DmitryUlyanov/deep-image-prior,7058,1285,61,60,31
43098215,deepchem/deepchem,https://api.github.com/repos/deepchem/deepchem,3439,1275,8089,480,1060
258745062,Tianxiaomo/pytorch-YOLOv4,https://api.github.com/repos/Tianxiaomo/pytorch-YOLOv4,3807,1267,261,326,168
253385242,zylo117/Yet-Another-EfficientDet-Pytorch,https://api.github.com/repos/zylo117/Yet-Another-EfficientDet-Pytorch,4980,1257,199,357,346
386811486,Megvii-BaseDetection/YOLOX,https://api.github.com/repos/Megvii-BaseDetection/YOLOX,5737,1242,195,600,749
112777740,NVIDIA/pix2pixHD,https://api.github.com/repos/NVIDIA/pix2pixHD,5633,1232,40,210,79
184657328,NVIDIA/TensorRT,https://api.github.com/repos/NVIDIA/TensorRT,4912,1220,453,188,2195
274594200,microsoft/Bringing-Old-Photos-Back-to-Life,https://api.github.com/repos/microsoft/Bringing-Old-Photos-Back-to-Life,10019,1211,108,65,154
105828839,hunkim/PyTorchZeroToAll,https://api.github.com/repos/hunkim/PyTorchZeroToAll,3618,1183,117,20,10
103698763,1adrianb/face-alignment,https://api.github.com/repos/1adrianb/face-alignment,5533,1182,205,61,228
189511050,Morizeyao/GPT2-Chinese,https://api.github.com/repos/Morizeyao/GPT2-Chinese,4741,1175,68,87,147
121539858,NVIDIA/FastPhotoStyle,https://api.github.com/repos/NVIDIA/FastPhotoStyle,10732,1168,92,46,39
167349656,FederatedAI/FATE,https://api.github.com/repos/FederatedAI/FATE,3931,1167,11334,603,931
133100880,kubeflow/pipelines,https://api.github.com/repos/kubeflow/pipelines,2706,1165,4814,639,2560
125461170,PacktPublishing/Deep-Reinforcement-Learning-Hands-On,https://api.github.com/repos/PacktPublishing/Deep-Reinforcement-Learning-Hands-On,2334,1158,1199,25,56
199449624,x4nth055/pythoncode-tutorials,https://api.github.com/repos/x4nth055/pythoncode-tutorials,977,1147,508,16,38
76095264,autorope/donkeycar,https://api.github.com/repos/autorope/donkeycar,2215,1142,2174,81,326
186088004,dsgiitr/d2l-pytorch,https://api.github.com/repos/dsgiitr/d2l-pytorch,3836,1138,188,9,11
160367888,TingsongYu/PyTorch_Tutorial,https://api.github.com/repos/TingsongYu/PyTorch_Tutorial,3588,1137,44,19,6
122896249,dmlc/gluon-cv,https://api.github.com/repos/dmlc/gluon-cv,5066,1136,900,42,775
112676803,apple/turicreate,https://api.github.com/repos/apple/turicreate,10593,1122,1571,493,1293
138796699,dbolya/yolact,https://api.github.com/repos/dbolya/yolact,4134,1119,563,375,382
351432397,microsoft/Swin-Transformer,https://api.github.com/repos/microsoft/Swin-Transformer,7189,1116,74,129,129
272133018,open-mmlab/mmsegmentation,https://api.github.com/repos/open-mmlab/mmsegmentation,3183,1101,573,228,1370
79684696,spro/practical-pytorch,https://api.github.com/repos/spro/practical-pytorch,4343,1089,89,77,51
113670476,chenyuntc/simple-faster-rcnn-pytorch,https://api.github.com/repos/chenyuntc/simple-faster-rcnn-pytorch,3482,1084,84,175,67
153113207,codertimo/BERT-pytorch,https://api.github.com/repos/codertimo/BERT-pytorch,4736,1072,64,52,31
223904726,wang-xinyu/tensorrtx,https://api.github.com/repos/wang-xinyu/tensorrtx,3699,1072,368,46,1021
153097694,openvinotoolkit/open_model_zoo,https://api.github.com/repos/openvinotoolkit/open_model_zoo,3035,1072,8558,44,355
185398995,STVIR/pysot,https://api.github.com/repos/STVIR/pysot,3946,1053,63,40,321
90811441,L1aoXingyu/pytorch-beginner,https://api.github.com/repos/L1aoXingyu/pytorch-beginner,2638,1037,74,20,13
132042932,NVIDIA/tacotron2,https://api.github.com/repos/NVIDIA/tacotron2,3418,1033,134,153,363
170161374,microsoft/computervision-recipes,https://api.github.com/repos/microsoft/computervision-recipes,8306,1020,906,59,197
387326890,xinntao/Real-ESRGAN,https://api.github.com/repos/xinntao/Real-ESRGAN,9652,1019,137,327,128
206397095,facebookresearch/pifuhd,https://api.github.com/repos/facebookresearch/pifuhd,7609,1018,43,60,98
8485124,jacobeisenstein/gt-nlp-class,https://api.github.com/repos/jacobeisenstein/gt-nlp-class,4552,1018,693,1,25
111113343,deepmipt/DeepPavlov,https://api.github.com/repos/deepmipt/DeepPavlov,5612,1007,0,0,0
10994345,root-project/root,https://api.github.com/repos/root-project/root,1682,1002,77360,546,929
65924871,probml/pyprobml,https://api.github.com/repos/probml/pyprobml,4283,996,2997,30,421
147824034,p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch,https://api.github.com/repos/p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch,4133,988,490,41,27
173333035,qubvel/segmentation_models.pytorch,https://api.github.com/repos/qubvel/segmentation_models.pytorch,4917,982,215,12,499
83191570,thunlp/OpenNRE,https://api.github.com/repos/thunlp/OpenNRE,3495,980,166,5,352
100464123,microsoft/MMdnn,https://api.github.com/repos/microsoft/MMdnn,5515,977,1084,324,289
106061907,CSAILVision/semantic-segmentation-pytorch,https://api.github.com/repos/CSAILVision/semantic-segmentation-pytorch,4221,977,306,62,168
145670155,open-mmlab/mmcv,https://api.github.com/repos/open-mmlab/mmcv,3503,977,1310,158,789
163346054,ludwig-ai/ludwig,https://api.github.com/repos/ludwig-ai/ludwig,8136,970,3349,214,683
66823715,intel-analytics/BigDL,https://api.github.com/repos/intel-analytics/BigDL,3842,967,19489,531,1136
5241312,halide/Halide,https://api.github.com/repos/halide/Halide,4824,954,22749,797,1441
261247446,xuebinqin/U-2-Net,https://api.github.com/repos/xuebinqin/U-2-Net,5360,951,280,193,115
112133243,yunjey/stargan,https://api.github.com/repos/yunjey/stargan,4982,945,45,61,74
1832321,HIT-SCIR/ltp,https://api.github.com/repos/HIT-SCIR/ltp,3730,941,83,22,504
130725814,NVIDIA/apex,https://api.github.com/repos/NVIDIA/apex,6092,937,1090,562,494
175539152,NVlabs/SPADE,https://api.github.com/repos/NVlabs/SPADE,6959,929,103,82,64
198350484,microsoft/unilm,https://api.github.com/repos/microsoft/unilm,4568,910,912,280,597
203465734,facebookresearch/SlowFast,https://api.github.com/repos/facebookresearch/SlowFast,4567,908,184,329,269
118620583,mozilla/TTS,https://api.github.com/repos/mozilla/TTS,5647,907,2184,6,533
124800162,KaiyangZhou/deep-person-reid,https://api.github.com/repos/KaiyangZhou/deep-person-reid,3164,904,896,103,398
111524376,open-mmlab/mmskeleton,https://api.github.com/repos/open-mmlab/mmskeleton,2419,897,663,189,249
94506832,pyro-ppl/pyro,https://api.github.com/repos/pyro-ppl/pyro,7316,895,2375,209,786
174698235,thunil/TecoGAN,https://api.github.com/repos/thunil/TecoGAN,4446,895,24,74,42
200722670,NVIDIA/NeMo,https://api.github.com/repos/NVIDIA/NeMo,3894,889,5225,54,1434
276785864,datawhalechina/easy-rl,https://api.github.com/repos/datawhalechina/easy-rl,3330,886,1102,42,72
96581737,facebookresearch/DrQA,https://api.github.com/repos/facebookresearch/DrQA,4198,885,58,55,195
179233804,clovaai/deep-text-recognition-benchmark,https://api.github.com/repos/clovaai/deep-text-recognition-benchmark,2731,883,146,189,159
254127753,vt-vl-lab/3d-photo-inpainting,https://api.github.com/repos/vt-vl-lab/3d-photo-inpainting,5776,880,89,74,97
69576253,GoogleCloudPlatform/cloudml-samples,https://api.github.com/repos/GoogleCloudPlatform/cloudml-samples,1453,869,1198,0,207
115712649,layumi/Person_reID_baseline_pytorch,https://api.github.com/repos/layumi/Person_reID_baseline_pytorch,3048,868,38,128,200
116697549,zhaoyingjun/chatbot,https://api.github.com/repos/zhaoyingjun/chatbot,2535,868,83,82,66
164818957,fengdu78/machine_learning_beginner,https://api.github.com/repos/fengdu78/machine_learning_beginner,1793,868,42,0,0
103528129,kenshohara/3D-ResNets-PyTorch,https://api.github.com/repos/kenshohara/3D-ResNets-PyTorch,3215,866,432,147,117
106170611,thunlp/OpenKE,https://api.github.com/repos/thunlp/OpenKE,2905,866,114,10,349
179728393,microsoft/nlp-recipes,https://api.github.com/repos/microsoft/nlp-recipes,5832,854,2241,63,148
94218531,lanpa/tensorboardX,https://api.github.com/repos/lanpa/tensorboardX,7240,850,505,70,370
114990078,junxiaosong/AlphaZero_Gomoku,https://api.github.com/repos/junxiaosong/AlphaZero_Gomoku,2604,842,44,69,46
138831170,facebookresearch/mmf,https://api.github.com/repos/facebookresearch/mmf,4799,828,1079,150,486
172426938,leoxiaobin/deep-high-resolution-net.pytorch,https://api.github.com/repos/leoxiaobin/deep-high-resolution-net.pytorch,3580,825,56,197,88
89074562,weiaicunzai/pytorch-cifar100,https://api.github.com/repos/weiaicunzai/pytorch-cifar100,2512,825,243,44,29
181846371,MIC-DKFZ/nnUNet,https://api.github.com/repos/MIC-DKFZ/nnUNet,2365,823,764,230,842
143080897,facebookresearch/pytext,https://api.github.com/repos/facebookresearch/pytext,6276,814,1735,61,74
52581991,snorkel-team/snorkel,https://api.github.com/repos/snorkel-team/snorkel,5029,810,2685,17,957
217433767,facebookresearch/pytorch3d,https://api.github.com/repos/facebookresearch/pytorch3d,5655,809,1040,148,1096
252939699,ifzhang/FairMOT,https://api.github.com/repos/ifzhang/FairMOT,3278,807,120,325,173
148982741,maurock/snake-ga,https://api.github.com/repos/maurock/snake-ga,379,805,30,3,6
365517762,xmu-xiaoma666/External-Attention-pytorch,https://api.github.com/repos/xmu-xiaoma666/External-Attention-pytorch,4109,804,372,53,16
173733017,foolwood/SiamMask,https://api.github.com/repos/foolwood/SiamMask,3234,802,12,149,47
225545436,datawhalechina/competition-baseline,https://api.github.com/repos/datawhalechina/competition-baseline,2661,802,315,0,18
85873012,meetps/pytorch-semseg,https://api.github.com/repos/meetps/pytorch-semseg,3197,799,192,125,96
244029618,data-science-on-aws/oreilly_book,https://api.github.com/repos/data-science-on-aws/oreilly_book,2492,798,0,0,0
259991778,openai/jukebox,https://api.github.com/repos/openai/jukebox,4981,794,124,164,70
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4576,790,3344,51,617
138547383,quark0/darts,https://api.github.com/repos/quark0/darts,3504,786,71,91,70
288108533,karpathy/minGPT,https://api.github.com/repos/karpathy/minGPT,7002,785,94,28,22
104854615,stanfordnlp/stanza,https://api.github.com/repos/stanfordnlp/stanza,6010,779,3146,82,674
125381318,Trusted-AI/adversarial-robustness-toolbox,https://api.github.com/repos/Trusted-AI/adversarial-robustness-toolbox,2797,778,11174,90,669
112687645,suragnair/alpha-zero-general,https://api.github.com/repos/suragnair/alpha-zero-general,2684,775,215,38,132
151636194,triton-inference-server/server,https://api.github.com/repos/triton-inference-server/server,3277,770,2913,204,2336
177059049,baowenbo/DAIN,https://api.github.com/repos/baowenbo/DAIN,7116,765,192,73,58
299644773,EssayKillerBrain/EssayKiller_V2,https://api.github.com/repos/EssayKillerBrain/EssayKiller_V2,4286,762,0,0,0
305316768,RangiLyu/nanodet,https://api.github.com/repos/RangiLyu/nanodet,4077,759,357,174,222
54758833,richzhang/colorization,https://api.github.com/repos/richzhang/colorization,2829,758,101,45,48
130871393,IntelLabs/distiller,https://api.github.com/repos/IntelLabs/distiller,3820,753,642,65,285
247295191,open-mmlab/OpenPCDet,https://api.github.com/repos/open-mmlab/OpenPCDet,2361,753,416,36,1063
317380990,PeterL1n/BackgroundMattingV2,https://api.github.com/repos/PeterL1n/BackgroundMattingV2,5288,748,39,33,151
279707624,Taeung/pytorch-example,https://api.github.com/repos/Taeung/pytorch-example,12,744,504,0,0
110621895,aws/sagemaker-python-sdk,https://api.github.com/repos/aws/sagemaker-python-sdk,1575,743,2905,416,771
123424015,shibing624/pycorrector,https://api.github.com/repos/shibing624/pycorrector,3002,742,768,19,309
101081298,ikostrikov/pytorch-a2c-ppo-acktr-gail,https://api.github.com/repos/ikostrikov/pytorch-a2c-ppo-acktr-gail,2693,729,274,84,145
235860204,microsoft/DeepSpeed,https://api.github.com/repos/microsoft/DeepSpeed,6322,726,1362,542,715
88444621,SerpentAI/SerpentAI,https://api.github.com/repos/SerpentAI/SerpentAI,6173,726,250,0,0
184593965,nianticlabs/monodepth2,https://api.github.com/repos/nianticlabs/monodepth2,2839,721,35,25,426
98470332,sebastianstarke/AI4Animation,https://api.github.com/repos/sebastianstarke/AI4Animation,4840,713,993,14,87
90328920,intel-analytics/analytics-zoo,https://api.github.com/repos/intel-analytics/analytics-zoo,2474,713,3442,407,854
68511643,carefree0910/MachineLearning,https://api.github.com/repos/carefree0910/MachineLearning,979,709,551,2,5
78485664,roatienza/Deep-Learning-Experiments,https://api.github.com/repos/roatienza/Deep-Learning-Experiments,919,706,382,7,12
157588610,rtqichen/torchdiffeq,https://api.github.com/repos/rtqichen/torchdiffeq,3948,705,244,45,141
30509483,clab/dynet,https://api.github.com/repos/clab/dynet,3279,704,3272,264,665
76210069,pytorch/text,https://api.github.com/repos/pytorch/text,2950,697,1257,241,486
259710503,speechbrain/speechbrain,https://api.github.com/repos/speechbrain/speechbrain,3745,695,7769,101,739
190153979,clovaai/CRAFT-pytorch,https://api.github.com/repos/clovaai/CRAFT-pytorch,2265,694,11,81,87
164046740,ZhaoJ9014/face.evoLVe,https://api.github.com/repos/ZhaoJ9014/face.evoLVe,2779,690,746,84,94
62117818,apache/carbondata,https://api.github.com/repos/apache/carbondata,1301,690,4962,15,5
130259654,xinntao/BasicSR,https://api.github.com/repos/xinntao/BasicSR,2918,684,0,0,0
129815042,thu-ml/tianshou,https://api.github.com/repos/thu-ml/tianshou,4312,683,369,53,448
221654678,deepset-ai/haystack,https://api.github.com/repos/deepset-ai/haystack,4207,682,1976,302,1642
164642888,kimiyoung/transformer-xl,https://api.github.com/repos/kimiyoung/transformer-xl,3090,681,32,90,40
186526115,facebookresearch/dlrm,https://api.github.com/repos/facebookresearch/dlrm,3033,678,187,3,172
341714203,openai/DALL-E,https://api.github.com/repos/openai/DALL-E,4039,672,3,52,27
117372836,cs230-stanford/cs230-code-examples,https://api.github.com/repos/cs230-stanford/cs230-code-examples,1718,671,122,12,7
135496458,udacity/sagemaker-deployment,https://api.github.com/repos/udacity/sagemaker-deployment,432,670,44,5,1
261372860,DLR-RM/stable-baselines3,https://api.github.com/repos/DLR-RM/stable-baselines3,2981,668,744,66,892
122299416,optuna/optuna,https://api.github.com/repos/optuna/optuna,5988,661,15109,92,1276
329045912,NVlabs/stylegan2-ada-pytorch,https://api.github.com/repos/NVlabs/stylegan2-ada-pytorch,2412,657,15,155,83
272599346,DA-southampton/NLP_ability,https://api.github.com/repos/DA-southampton/NLP_ability,3284,654,250,1,4
131102851,udacity/CVND_Exercises,https://api.github.com/repos/udacity/CVND_Exercises,709,653,75,0,9
198232685,deepmind/open_spiel,https://api.github.com/repos/deepmind/open_spiel,3085,649,3676,35,415
111462767,NVIDIA/flownet2-pytorch,https://api.github.com/repos/NVIDIA/flownet2-pytorch,2564,646,107,147,103
136302835,JDAI-CV/fast-reid,https://api.github.com/repos/JDAI-CV/fast-reid,2390,644,530,2,591
248323802,senguptaumd/Background-Matting,https://api.github.com/repos/senguptaumd/Background-Matting,4481,642,77,38,42
85382048,adventuresinML/adventures-in-ml-code,https://api.github.com/repos/adventuresinML/adventures-in-ml-code,1022,640,71,19,3
143328315,mindsdb/mindsdb,https://api.github.com/repos/mindsdb/mindsdb,5826,639,9660,346,1708
114898943,SeldonIO/seldon-core,https://api.github.com/repos/SeldonIO/seldon-core,2948,637,7235,53,2054
151491863,traveller59/second.pytorch,https://api.github.com/repos/traveller59/second.pytorch,1413,635,80,283,188
131044128,PaddlePaddle/PARL,https://api.github.com/repos/PaddlePaddle/PARL,2432,631,491,87,375
153697606,facebookresearch/VideoPose3D,https://api.github.com/repos/facebookresearch/VideoPose3D,2781,627,22,153,76
88885145,bfortuner/ml-glossary,https://api.github.com/repos/bfortuner/ml-glossary,2425,625,161,15,19
212747520,ThilinaRajapakse/simpletransformers,https://api.github.com/repos/ThilinaRajapakse/simpletransformers,2982,618,1866,31,1032
139158036,cleardusk/3DDFA,https://api.github.com/repos/cleardusk/3DDFA,3188,617,177,55,151
82718394,m2dsupsdlclass/lectures-labs,https://api.github.com/repos/m2dsupsdlclass/lectures-labs,1275,613,624,2,3
80655163,ellisdg/3DUnetCNN,https://api.github.com/repos/ellisdg/3DUnetCNN,1460,612,417,0,262
119894375,kubeflow/examples,https://api.github.com/repos/kubeflow/examples,1118,611,531,11,378
88905488,ShangtongZhang/DeepRL,https://api.github.com/repos/ShangtongZhang/DeepRL,2678,606,479,4,85
180372347,HRNet/HRNet-Semantic-Segmentation,https://api.github.com/repos/HRNet/HRNet-Semantic-Segmentation,2421,606,179,145,112
105281531,pytorch/glow,https://api.github.com/repos/pytorch/glow,2700,604,6602,287,529
104037669,sanghyun-son/EDSR-PyTorch,https://api.github.com/repos/sanghyun-son/EDSR-PyTorch,1829,601,105,123,206
130927929,yhenon/pytorch-retinanet,https://api.github.com/repos/yhenon/pytorch-retinanet,1780,598,42,134,82
145693916,kornia/kornia,https://api.github.com/repos/kornia/kornia,5932,597,2361,204,513
