id,full_name,url,stars,forks,commits,open_issue,closed_issue
370646033,BaguaSys/bagua,https://api.github.com/repos/BaguaSys/bagua,666,60,765,28,117
181846371,MIC-DKFZ/nnUNet,https://api.github.com/repos/MIC-DKFZ/nnUNet,2365,823,764,230,842
274269285,InterDigitalInc/CompressAI,https://api.github.com/repos/InterDigitalInc/CompressAI,477,102,764,13,120
349016971,THUDM/GLM,https://api.github.com/repos/THUDM/GLM,206,29,763,34,65
380467096,k2-fsa/icefall,https://api.github.com/repos/k2-fsa/icefall,168,51,761,169,143
342378991,stanford-crfm/mistral,https://api.github.com/repos/stanford-crfm/mistral,289,23,761,15,77
163840693,GilesStrong/lumin,https://api.github.com/repos/GilesStrong/lumin,44,11,752,33,13
238624882,Novetta/adaptnlp,https://api.github.com/repos/Novetta/adaptnlp,388,37,751,7,57
113485248,GRAAL-Research/poutyne,https://api.github.com/repos/GRAAL-Research/poutyne,509,61,750,8,45
164046740,ZhaoJ9014/face.evoLVe,https://api.github.com/repos/ZhaoJ9014/face.evoLVe,2779,690,746,84,94
147853940,NRCan/geo-deep-learning,https://api.github.com/repos/NRCan/geo-deep-learning,115,33,746,53,215
114625593,lium-lst/nmtpytorch,https://api.github.com/repos/lium-lst/nmtpytorch,394,53,745,0,23
261372860,DLR-RM/stable-baselines3,https://api.github.com/repos/DLR-RM/stable-baselines3,2981,668,744,66,892
201089222,webdataset/webdataset,https://api.github.com/repos/webdataset/webdataset,712,67,743,72,133
190252594,erdos-project/pylot,https://api.github.com/repos/erdos-project/pylot,208,67,743,33,68
151766514,roserustowicz/crop-type-mapping,https://api.github.com/repos/roserustowicz/crop-type-mapping,42,18,743,0,5
415791111,jurgisp/pydreamer,https://api.github.com/repos/jurgisp/pydreamer,77,11,743,2,6
92927706,FenTechSolutions/CausalDiscoveryToolbox,https://api.github.com/repos/FenTechSolutions/CausalDiscoveryToolbox,679,150,742,58,74
279967590,FrancescoSaverioZuppichini/glasses,https://api.github.com/repos/FrancescoSaverioZuppichini/glasses,262,21,742,30,81
247410025,hasanirtiza/Pedestron,https://api.github.com/repos/hasanirtiza/Pedestron,514,118,740,0,149
203620157,yangheng95/PyABSA,https://api.github.com/repos/yangheng95/PyABSA,261,54,740,10,187
176858880,makcedward/nlpaug,https://api.github.com/repos/makcedward/nlpaug,2951,339,738,52,153
157140736,HazyResearch/butterfly,https://api.github.com/repos/HazyResearch/butterfly,82,17,738,13,10
317248195,THUMNLab/AutoGL,https://api.github.com/repos/THUMNLab/AutoGL,769,80,733,6,21
110072728,DeepBCI/Deep-BCI,https://api.github.com/repos/DeepBCI/Deep-BCI,226,150,732,0,4
187997438,abhinavkashyap/sciwing,https://api.github.com/repos/abhinavkashyap/sciwing,53,12,729,13,17
224101851,SKKU-ESLAB/Auto-Compression,https://api.github.com/repos/SKKU-ESLAB/Auto-Compression,15,15,728,20,25
124822342,huseinzol05/malaya,https://api.github.com/repos/huseinzol05/malaya,296,102,721,2,106
74752445,CSCfi/machine-learning-scripts,https://api.github.com/repos/CSCfi/machine-learning-scripts,58,49,717,1,0
23496542,openai/triton,https://api.github.com/repos/openai/triton,3505,264,716,121,315
205016265,a-r-j/graphein,https://api.github.com/repos/a-r-j/graphein,325,37,715,29,89
214003948,PennyLaneAI/qml,https://api.github.com/repos/PennyLaneAI/qml,285,86,714,20,70
151186173,kymatio/kymatio,https://api.github.com/repos/kymatio/kymatio,489,90,712,52,341
132923061,sshkhr/Practical_RL,https://api.github.com/repos/sshkhr/Practical_RL,40,23,710,1,0
167607083,GAMES-UChile/mogptk,https://api.github.com/repos/GAMES-UChile/mogptk,83,24,706,12,39
181012957,themattinthehatt/behavenet,https://api.github.com/repos/themattinthehatt/behavenet,37,11,706,1,12
201769737,ZJULearning/ttfnet,https://api.github.com/repos/ZJULearning/ttfnet,444,83,705,35,16
225753796,dsindex/ntagger,https://api.github.com/repos/dsindex/ntagger,78,11,703,0,13
453343381,OFA-Sys/OFA,https://api.github.com/repos/OFA-Sys/OFA,183,11,702,60,223
66424871,pytorch/examples,https://api.github.com/repos/pytorch/examples,17830,8367,701,142,433
290091948,labmlai/annotated_deep_learning_paper_implementations,https://api.github.com/repos/labmlai/annotated_deep_learning_paper_implementations,6230,469,700,13,68
87406723,nschaetti/EchoTorch,https://api.github.com/repos/nschaetti/EchoTorch,308,88,700,9,10
94660205,XuezheMax/NeuroNLP2,https://api.github.com/repos/XuezheMax/NeuroNLP2,431,86,700,5,39
277899703,facebookresearch/fairscale,https://api.github.com/repos/facebookresearch/fairscale,1628,156,695,60,272
201936229,bonlime/pytorch-tools,https://api.github.com/repos/bonlime/pytorch-tools,141,15,695,4,33
8485124,jacobeisenstein/gt-nlp-class,https://api.github.com/repos/jacobeisenstein/gt-nlp-class,4552,1018,693,1,25
171385430,dwadden/dygiepp,https://api.github.com/repos/dwadden/dygiepp,394,102,691,2,80
195118807,mila-iqia/spr,https://api.github.com/repos/mila-iqia/spr,85,19,691,4,13
137539238,uber/petastorm,https://api.github.com/repos/uber/petastorm,1364,235,690,149,148
226441159,pytorch/opacus,https://api.github.com/repos/pytorch/opacus,1056,181,688,52,179
327949189,mindee/doctr,https://api.github.com/repos/mindee/doctr,612,94,688,46,187
243942197,thunlp/OpenAttack,https://api.github.com/repos/thunlp/OpenAttack,415,80,686,10,58
348897374,Yale-LILY/SummerTime,https://api.github.com/repos/Yale-LILY/SummerTime,166,17,686,16,35
240494185,thuml/Transfer-Learning-Library,https://api.github.com/repos/thuml/Transfer-Learning-Library,1333,269,685,8,132
210150965,oxai/deepsaber,https://api.github.com/repos/oxai/deepsaber,96,17,682,6,1
121559573,feiwang3311/Lantern,https://api.github.com/repos/feiwang3311/Lantern,159,15,682,7,8
123106820,OpenNMT/nmt-wizard-docker,https://api.github.com/repos/OpenNMT/nmt-wizard-docker,36,18,681,1,14
107763164,jrzaurin/pytorch-widedeep,https://api.github.com/repos/jrzaurin/pytorch-widedeep,776,138,679,3,82
140302908,supervisely/supervisely,https://api.github.com/repos/supervisely/supervisely,372,64,679,33,22
116663163,quanpn90/NMTGMinor,https://api.github.com/repos/quanpn90/NMTGMinor,72,31,677,3,6
423737330,alibaba/TinyNeuralNetwork,https://api.github.com/repos/alibaba/TinyNeuralNetwork,205,30,676,10,73
117819602,yoshida-lab/XenonPy,https://api.github.com/repos/yoshida-lab/XenonPy,82,48,675,15,66
237686847,MouseLand/cellpose,https://api.github.com/repos/MouseLand/cellpose,466,168,671,40,555
286760077,coleygroup/molpal,https://api.github.com/repos/coleygroup/molpal,77,19,670,1,20
190106827,adioshun/gitBook_Tutorial_PCL,https://api.github.com/repos/adioshun/gitBook_Tutorial_PCL,38,10,670,3,0
422148948,IDEA-CCNL/Fengshenbang-LM,https://api.github.com/repos/IDEA-CCNL/Fengshenbang-LM,228,13,667,33,108
275752332,johnjim0816/rl-tutorials,https://api.github.com/repos/johnjim0816/rl-tutorials,40,19,666,2,4
202435057,martinResearch/DEODR,https://api.github.com/repos/martinResearch/DEODR,240,18,666,12,15
358142705,SJTMusicTeam/Muskits,https://api.github.com/repos/SJTMusicTeam/Muskits,44,13,666,9,21
211001860,Open-Catalyst-Project/ocp,https://api.github.com/repos/Open-Catalyst-Project/ocp,241,77,664,11,73
351803398,l3das/L3DAS21,https://api.github.com/repos/l3das/L3DAS21,25,10,664,0,1
111524376,open-mmlab/mmskeleton,https://api.github.com/repos/open-mmlab/mmskeleton,2419,897,663,189,249
262895342,BayraktarLab/cell2location,https://api.github.com/repos/BayraktarLab/cell2location,112,26,663,54,86
333006463,BUPT-GAMMA/OpenHGNN,https://api.github.com/repos/BUPT-GAMMA/OpenHGNN,177,43,662,12,21
245871651,KIC/pandas-ml-quant,https://api.github.com/repos/KIC/pandas-ml-quant,128,32,662,1,3
305535166,SMAT-Lab/Scalpel,https://api.github.com/repos/SMAT-Lab/Scalpel,77,10,661,1,55
225158972,capreolus-ir/capreolus,https://api.github.com/repos/capreolus-ir/capreolus,77,29,660,12,63
64289132,NeuromorphicProcessorProject/snn_toolbox,https://api.github.com/repos/NeuromorphicProcessorProject/snn_toolbox,245,92,659,4,113
157813180,microsoft/ai-edu,https://api.github.com/repos/microsoft/ai-edu,10609,2579,658,62,66
183944453,astooke/rlpyt,https://api.github.com/repos/astooke/rlpyt,1999,318,658,58,110
292016444,openvinotoolkit/datumaro,https://api.github.com/repos/openvinotoolkit/datumaro,232,49,657,75,143
189626307,aspuru-guzik-group/selfies,https://api.github.com/repos/aspuru-guzik-group/selfies,349,83,655,6,50
211979416,Jakaria08/EESRGAN,https://api.github.com/repos/Jakaria08/EESRGAN,141,48,655,13,15
309381188,openvinotoolkit/openvino_contrib,https://api.github.com/repos/openvinotoolkit/openvino_contrib,48,49,654,1,54
339920287,zyddnys/manga-image-translator,https://api.github.com/repos/zyddnys/manga-image-translator,223,51,653,29,144
196574819,Quansight-Labs/unumpy,https://api.github.com/repos/Quansight-Labs/unumpy,19,10,653,10,9
375090489,HewlettPackard/swarm-learning,https://api.github.com/repos/HewlettPackard/swarm-learning,125,37,650,8,90
432048154,rixez/Brats21_KAIST_MRI_Lab,https://api.github.com/repos/rixez/Brats21_KAIST_MRI_Lab,46,11,649,1,14
286408558,utiasDSL/gym-pybullet-drones,https://api.github.com/repos/utiasDSL/gym-pybullet-drones,415,125,648,35,72
269966010,NKI-AI/direct,https://api.github.com/repos/NKI-AI/direct,89,13,648,4,113
394994747,jina-ai/finetuner,https://api.github.com/repos/jina-ai/finetuner,425,24,647,11,199
342388745,facebookresearch/Kats,https://api.github.com/repos/facebookresearch/Kats,3521,335,646,36,130
355486066,SkafteNicki/dtu_mlops,https://api.github.com/repos/SkafteNicki/dtu_mlops,79,120,644,1,1
130871393,IntelLabs/distiller,https://api.github.com/repos/IntelLabs/distiller,3820,753,642,65,285
134823632,MIC-DKFZ/trixi,https://api.github.com/repos/MIC-DKFZ/trixi,219,18,640,1,23
151625735,ithemal/Ithemal,https://api.github.com/repos/ithemal/Ithemal,117,20,639,9,40
213390927,SeldonIO/alibi-detect,https://api.github.com/repos/SeldonIO/alibi-detect,1165,122,637,93,211
201103120,facebookresearch/beanmachine,https://api.github.com/repos/facebookresearch/beanmachine,154,24,637,17,59
223495162,snap-stanford/ogb,https://api.github.com/repos/snap-stanford/ogb,1241,273,635,4,243
132067444,PyTorchKorea/tutorials-kr,https://api.github.com/repos/PyTorchKorea/tutorials-kr,224,138,635,19,297
126007415,SPFlow/SPFlow,https://api.github.com/repos/SPFlow/SPFlow,217,61,634,26,27
183474075,StepNeverStop/RLs,https://api.github.com/repos/StepNeverStop/RLs,358,88,633,21,24
230259830,dataloop-ai/AutoML,https://api.github.com/repos/dataloop-ai/AutoML,327,43,633,0,6
89192293,ye-kyaw-thu/myPOS,https://api.github.com/repos/ye-kyaw-thu/myPOS,49,10,632,2,0
160906482,HumanCompatibleAI/imitation,https://api.github.com/repos/HumanCompatibleAI/imitation,406,83,631,36,212
340237564,sherlcok314159/ML,https://api.github.com/repos/sherlcok314159/ML,103,34,628,0,1
316361368,FedML-AI/FedNLP,https://api.github.com/repos/FedML-AI/FedNLP,193,30,628,14,20
197850998,osudrl/apex,https://api.github.com/repos/osudrl/apex,32,19,628,4,1
278415292,open-mmlab/mmclassification,https://api.github.com/repos/open-mmlab/mmclassification,1084,389,627,38,526
357494136,cheng052/BRNet,https://api.github.com/repos/cheng052/BRNet,73,14,627,4,7
382787545,opendilab/DI-engine,https://api.github.com/repos/opendilab/DI-engine,400,72,626,5,109
300411069,allanzhao/RoboGrammar,https://api.github.com/repos/allanzhao/RoboGrammar,150,40,626,0,16
124276031,strongio/torch-kalman,https://api.github.com/repos/strongio/torch-kalman,102,16,626,3,26
177993574,julianmack/Data_Assimilation,https://api.github.com/repos/julianmack/Data_Assimilation,17,12,626,0,0
173051915,limbo018/DREAMPlace,https://api.github.com/repos/limbo018/DREAMPlace,308,97,625,41,48
224156972,brunnurs/valuenet,https://api.github.com/repos/brunnurs/valuenet,40,21,625,11,6
82718394,m2dsupsdlclass/lectures-labs,https://api.github.com/repos/m2dsupsdlclass/lectures-labs,1275,613,624,2,3
338368381,ZumoLabs/zpy,https://api.github.com/repos/ZumoLabs/zpy,229,19,621,4,71
353744696,SymbioticLab/FedScale,https://api.github.com/repos/SymbioticLab/FedScale,92,31,620,35,46
131621053,TrustAI/DeepConcolic,https://api.github.com/repos/TrustAI/DeepConcolic,97,39,618,4,9
271716219,open-mmlab/mmselfsup,https://api.github.com/repos/open-mmlab/mmselfsup,1825,249,616,18,211
169026799,GraphSAINT/GraphSAINT,https://api.github.com/repos/GraphSAINT/GraphSAINT,291,61,613,3,37
209036440,maikherbig/AIDeveloper,https://api.github.com/repos/maikherbig/AIDeveloper,46,15,610,8,46
117910172,vacancy/Jacinle,https://api.github.com/repos/vacancy/Jacinle,102,135,608,0,4
273564830,RobustBench/robustbench,https://api.github.com/repos/RobustBench/robustbench,276,33,608,5,62
184590220,thomas-young-2013/open-box,https://api.github.com/repos/thomas-young-2013/open-box,50,36,607,0,7
311595051,ZJCV/ZCls,https://api.github.com/repos/ZJCV/ZCls,109,18,607,1,9
206838300,mvlearn/mvlearn,https://api.github.com/repos/mvlearn/mvlearn,128,19,606,28,98
277270178,msnh2012/Msnhnet,https://api.github.com/repos/msnh2012/Msnhnet,568,110,605,1,20
118517740,cosanlab/py-feat,https://api.github.com/repos/cosanlab/py-feat,98,32,605,9,90
365980796,WwZzz/easyFL,https://api.github.com/repos/WwZzz/easyFL,98,14,604,3,8
262367592,pbcquoc/vietocr,https://api.github.com/repos/pbcquoc/vietocr,284,114,602,6,83
207961379,SJTMusicTeam/SVS_system,https://api.github.com/repos/SJTMusicTeam/SVS_system,70,18,602,1,0
288774122,Project-MONAI/tutorials,https://api.github.com/repos/Project-MONAI/tutorials,495,264,601,46,396
184557077,interpretml/DiCE,https://api.github.com/repos/interpretml/DiCE,781,110,599,49,89
191442121,kiddyboots216/CommEfficient,https://api.github.com/repos/kiddyboots216/CommEfficient,39,13,598,2,7
357891182,open-mmlab/mmgeneration,https://api.github.com/repos/open-mmlab/mmgeneration,680,101,597,16,95
197409619,deepset-ai/FARM,https://api.github.com/repos/deepset-ai/FARM,1470,215,594,1,401
144040385,aimuch/iAI,https://api.github.com/repos/aimuch/iAI,251,41,590,0,9
259171328,DiffEqML/torchdyn,https://api.github.com/repos/DiffEqML/torchdyn,763,77,588,28,68
140863334,DeepRank/Deeprank-GNN,https://api.github.com/repos/DeepRank/Deeprank-GNN,20,13,587,3,5
289107293,microsoft/FLAML,https://api.github.com/repos/microsoft/FLAML,1769,235,586,110,243
117287184,rusty1s/pytorch_cluster,https://api.github.com/repos/rusty1s/pytorch_cluster,476,91,586,21,99
215890886,google-research/text-to-text-transfer-transformer,https://api.github.com/repos/google-research/text-to-text-transfer-transformer,3972,553,584,51,342
362674457,Charmve/computer-vision-in-action,https://api.github.com/repos/Charmve/computer-vision-in-action,1305,179,582,57,16
235841836,kdgutier/esrnn_torch,https://api.github.com/repos/kdgutier/esrnn_torch,104,26,582,7,31
267744628,datarobot/datarobot-user-models,https://api.github.com/repos/datarobot/datarobot-user-models,53,52,579,5,7
167142473,mila-iqia/atari-representation-learning,https://api.github.com/repos/mila-iqia/atari-representation-learning,191,42,579,6,39
228916030,jacquesboitreaud/OptiMol,https://api.github.com/repos/jacquesboitreaud/OptiMol,20,10,579,3,0
77991092,fire717/Machine-Learning,https://api.github.com/repos/fire717/Machine-Learning,168,74,576,0,0
241986373,lebrice/Sequoia,https://api.github.com/repos/lebrice/Sequoia,148,14,576,55,60
168430006,pyro-ppl/funsor,https://api.github.com/repos/pyro-ppl/funsor,188,15,575,68,75
272133018,open-mmlab/mmsegmentation,https://api.github.com/repos/open-mmlab/mmsegmentation,3183,1101,573,228,1370
31243079,sigopt/sigopt-examples,https://api.github.com/repos/sigopt/sigopt-examples,193,62,573,1,8
169447021,cheind/pytorch-blender,https://api.github.com/repos/cheind/pytorch-blender,367,29,573,6,12
346408177,BenAAndrew/Voice-Cloning-App,https://api.github.com/repos/BenAAndrew/Voice-Cloning-App,512,82,570,26,78
247266215,JaidedAI/EasyOCR,https://api.github.com/repos/JaidedAI/EasyOCR,13824,1874,569,170,558
171563572,namisan/mt-dnn,https://api.github.com/repos/namisan/mt-dnn,1913,380,569,18,162
411118559,imhuay/studies,https://api.github.com/repos/imhuay/studies,67,18,569,7,3
30086665,cgpotts/cs224u,https://api.github.com/repos/cgpotts/cs224u,1040,587,568,2,16
285509347,wangguojun2018/CenterNet3d,https://api.github.com/repos/wangguojun2018/CenterNet3d,90,14,567,10,4
183506381,google/TensorNetwork,https://api.github.com/repos/google/TensorNetwork,1549,333,566,110,239
172687028,SeldonIO/alibi,https://api.github.com/repos/SeldonIO/alibi,1527,181,565,124,208
164249963,brendanhasz/probflow,https://api.github.com/repos/brendanhasz/probflow,127,14,565,20,22
113775426,javiabellan/deep-learning,https://api.github.com/repos/javiabellan/deep-learning,24,11,565,1,0
332998918,LYH-YF/MWPToolkit,https://api.github.com/repos/LYH-YF/MWPToolkit,60,16,564,19,6
138796699,dbolya/yolact,https://api.github.com/repos/dbolya/yolact,4134,1119,563,375,382
169164391,facebookresearch/habitat-lab,https://api.github.com/repos/facebookresearch/habitat-lab,790,272,563,89,411
291656286,microsoft/CodeXGLUE,https://api.github.com/repos/microsoft/CodeXGLUE,561,156,563,14,115
180532198,HanxunH/COMP90024-2019S1-Team7-TrackerHub,https://api.github.com/repos/HanxunH/COMP90024-2019S1-Team7-TrackerHub,14,12,563,0,0
183435481,xvjiarui/GCNet,https://api.github.com/repos/xvjiarui/GCNet,1066,155,562,26,23
253079431,MilaNLProc/contextualized-topic-models,https://api.github.com/repos/MilaNLProc/contextualized-topic-models,794,92,560,3,87
181573173,marian42/shapegan,https://api.github.com/repos/marian42/shapegan,247,38,560,15,9
378774343,tgisaturday/dalle-lightning,https://api.github.com/repos/tgisaturday/dalle-lightning,54,10,560,2,11
304482741,xavierpuigf/watch_and_help,https://api.github.com/repos/xavierpuigf/watch_and_help,36,11,558,4,3
338456109,facebookresearch/d2go,https://api.github.com/repos/facebookresearch/d2go,641,81,557,35,94
190332735,SensorsINI/v2e,https://api.github.com/repos/SensorsINI/v2e,99,23,557,11,32
224287615,aws-samples/aws-builders-fair-projects,https://api.github.com/repos/aws-samples/aws-builders-fair-projects,77,65,555,4,0
161999774,yaoyao-liu/meta-transfer-learning,https://api.github.com/repos/yaoyao-liu/meta-transfer-learning,552,116,554,37,21
143198782,adobe/experience-platform-dsw-reference,https://api.github.com/repos/adobe/experience-platform-dsw-reference,19,24,552,1,0
68511643,carefree0910/MachineLearning,https://api.github.com/repos/carefree0910/MachineLearning,979,709,551,2,5
133389787,voxelmorph/voxelmorph,https://api.github.com/repos/voxelmorph/voxelmorph,1426,438,550,90,304
117516956,MachineLP/py_workSpace,https://api.github.com/repos/MachineLP/py_workSpace,17,15,549,0,0
202993277,david8862/keras-YOLOv3-model-set,https://api.github.com/repos/david8862/keras-YOLOv3-model-set,563,195,548,125,111
243530669,learning-at-home/hivemind,https://api.github.com/repos/learning-at-home/hivemind,975,59,548,46,97
149832847,arogozhnikov/einops,https://api.github.com/repos/arogozhnikov/einops,4527,184,545,32,100
387786881,huggingface/optimum,https://api.github.com/repos/huggingface/optimum,319,25,544,81,173
168538768,D-X-Y/AutoDL-Projects,https://api.github.com/repos/D-X-Y/AutoDL-Projects,1334,264,543,12,107
215860519,flyteorg/flytesnacks,https://api.github.com/repos/flyteorg/flytesnacks,37,42,540,0,0
201379178,alasdairtran/transform-and-tell,https://api.github.com/repos/alasdairtran/transform-and-tell,70,14,539,20,4
317440833,lucidrains/alphafold2,https://api.github.com/repos/lucidrains/alphafold2,958,163,538,16,32
330041216,decile-team/cords,https://api.github.com/repos/decile-team/cords,72,20,538,27,17
327113050,lucidrains/DALLE-pytorch,https://api.github.com/repos/lucidrains/DALLE-pytorch,3843,400,537,121,151
276495512,isl-org/Open3D-ML,https://api.github.com/repos/isl-org/Open3D-ML,716,146,537,72,172
332609215,laekov/fastmoe,https://api.github.com/repos/laekov/fastmoe,666,81,537,2,74
342885422,Qiskit/qiskit-machine-learning,https://api.github.com/repos/Qiskit/qiskit-machine-learning,230,151,535,20,148
312332587,seisbench/seisbench,https://api.github.com/repos/seisbench/seisbench,66,14,534,14,116
188530455,SaturdaysAI/Projects,https://api.github.com/repos/SaturdaysAI/Projects,27,28,532,0,0
119894375,kubeflow/examples,https://api.github.com/repos/kubeflow/examples,1118,611,531,11,378
194467688,intelligent-environments-lab/CityLearn,https://api.github.com/repos/intelligent-environments-lab/CityLearn,202,86,531,2,24
136302835,JDAI-CV/fast-reid,https://api.github.com/repos/JDAI-CV/fast-reid,2390,644,530,2,591
179401695,NVIDIA/MinkowskiEngine,https://api.github.com/repos/NVIDIA/MinkowskiEngine,1489,211,530,132,345
136951823,delve-team/delve,https://api.github.com/repos/delve-team/delve,70,12,529,2,18
270392032,OpenMined/PyDentity,https://api.github.com/repos/OpenMined/PyDentity,47,18,527,32,27
320346918,p-lambda/wilds,https://api.github.com/repos/p-lambda/wilds,337,71,525,2,37
254906424,covid19-model/simulator,https://api.github.com/repos/covid19-model/simulator,67,34,525,0,8
88612945,junyanz/pytorch-CycleGAN-and-pix2pix,https://api.github.com/repos/junyanz/pytorch-CycleGAN-and-pix2pix,16873,5092,523,454,928
248374167,kexinhuang12345/DeepPurpose,https://api.github.com/repos/kexinhuang12345/DeepPurpose,533,169,523,2,110
223357324,CLUEbenchmark/CLUE,https://api.github.com/repos/CLUEbenchmark/CLUE,2522,428,522,71,21
134292654,eriklindernoren/PyTorch-YOLOv3,https://api.github.com/repos/eriklindernoren/PyTorch-YOLOv3,6516,2512,519,92,596
98541760,SmartDataAnalytics/MA-INF-4222-NLP-Lab,https://api.github.com/repos/SmartDataAnalytics/MA-INF-4222-NLP-Lab,15,42,519,0,2
78508757,SeanNaren/deepspeech.pytorch,https://api.github.com/repos/SeanNaren/deepspeech.pytorch,1848,596,517,0,494
155636246,jantic/DeOldify,https://api.github.com/repos/jantic/DeOldify,14734,2103,514,0,333
147503822,criteo/tf-yarn,https://api.github.com/repos/criteo/tf-yarn,82,26,513,8,31
346639494,openvinotoolkit/openvino_notebooks,https://api.github.com/repos/openvinotoolkit/openvino_notebooks,541,119,511,16,119
208798287,pystiche/pystiche,https://api.github.com/repos/pystiche/pystiche,215,26,511,10,56
199449624,x4nth055/pythoncode-tutorials,https://api.github.com/repos/x4nth055/pythoncode-tutorials,977,1147,508,16,38
89349679,google/sling,https://api.github.com/repos/google/sling,1895,281,508,1,106
329117231,intel/openfl,https://api.github.com/repos/intel/openfl,259,66,507,64,120
94218531,lanpa/tensorboardX,https://api.github.com/repos/lanpa/tensorboardX,7240,850,505,70,370
149826542,wolny/pytorch-3dunet,https://api.github.com/repos/wolny/pytorch-3dunet,1028,346,505,0,0
246170605,allenai/allennlp-models,https://api.github.com/repos/allenai/allennlp-models,377,126,505,0,0
106042120,mitdbg/fastdeepnets,https://api.github.com/repos/mitdbg/fastdeepnets,112,14,505,1,1
279707624,Taeung/pytorch-example,https://api.github.com/repos/Taeung/pytorch-example,12,744,504,0,0
200713667,DaWe1992/Applied_ML_Fundamentals,https://api.github.com/repos/DaWe1992/Applied_ML_Fundamentals,32,12,504,0,0
184317473,CMU-CREATE-Lab/deep-smoke-machine,https://api.github.com/repos/CMU-CREATE-Lab/deep-smoke-machine,83,23,502,1,9
178470700,ConvLab/ConvLab,https://api.github.com/repos/ConvLab/ConvLab,378,112,501,9,48
80631703,Shmuma/rl,https://api.github.com/repos/Shmuma/rl,64,36,500,1,2
241448220,trojai/trojai,https://api.github.com/repos/trojai/trojai,48,14,500,1,1
240265895,sberbank-ai-lab/LightAutoML,https://api.github.com/repos/sberbank-ai-lab/LightAutoML,707,81,497,4,54
289440736,BGT-M/spartan2,https://api.github.com/repos/BGT-M/spartan2,37,12,497,3,12
174444931,asyml/texar-pytorch,https://api.github.com/repos/asyml/texar-pytorch,705,114,496,30,108
104973687,mila-iqia/myia,https://api.github.com/repos/mila-iqia/myia,421,40,496,25,24
129109322,lcswillems/rl-starter-files,https://api.github.com/repos/lcswillems/rl-starter-files,419,135,495,8,44
157565932,eth-sri/eran,https://api.github.com/repos/eth-sri/eran,245,84,495,10,84
361631547,microsoft/nn-Meter,https://api.github.com/repos/microsoft/nn-Meter,156,26,495,13,24
138136681,R-miss-tastic/website,https://api.github.com/repos/R-miss-tastic/website,11,14,495,12,15
121707673,amazonqa/amazonqa,https://api.github.com/repos/amazonqa/amazonqa,78,23,494,2,4
199943153,negrinho/deep_architect,https://api.github.com/repos/negrinho/deep_architect,116,13,492,3,4
145790590,debadeepta/vnla,https://api.github.com/repos/debadeepta/vnla,58,13,492,0,3
131044128,PaddlePaddle/PARL,https://api.github.com/repos/PaddlePaddle/PARL,2432,631,491,87,375
114777739,KhronosGroup/NNEF-Tools,https://api.github.com/repos/KhronosGroup/NNEF-Tools,189,46,491,5,117
246685229,AutodeskAILab/Fusion360GalleryDataset,https://api.github.com/repos/AutodeskAILab/Fusion360GalleryDataset,182,21,491,3,27
147824034,p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch,https://api.github.com/repos/p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch,4133,988,490,41,27
186662030,sigsep/open-unmix-pytorch,https://api.github.com/repos/sigsep/open-unmix-pytorch,758,142,487,18,53
270894276,grimoire/torch2trt_dynamic,https://api.github.com/repos/grimoire/torch2trt_dynamic,152,22,483,18,9
171916966,gnina/libmolgrid,https://api.github.com/repos/gnina/libmolgrid,90,35,482,16,57
176315637,THUDM/cogdl,https://api.github.com/repos/THUDM/cogdl,1002,245,481,18,80
88905488,ShangtongZhang/DeepRL,https://api.github.com/repos/ShangtongZhang/DeepRL,2678,606,479,4,85
67426132,rwth-i6/returnn-experiments,https://api.github.com/repos/rwth-i6/returnn-experiments,134,45,479,1,58
246920943,jonathanking/sidechainnet,https://api.github.com/repos/jonathanking/sidechainnet,156,22,479,8,19
296701490,mlflow/mlflow-torchserve,https://api.github.com/repos/mlflow/mlflow-torchserve,42,13,478,3,1
231235443,HKBU-HPML/FADNet,https://api.github.com/repos/HKBU-HPML/FADNet,99,28,476,6,9
90640689,A2Zadeh/CMU-MultimodalSDK,https://api.github.com/repos/A2Zadeh/CMU-MultimodalSDK,545,156,474,68,267
153560356,rpryzant/neutralizing-bias,https://api.github.com/repos/rpryzant/neutralizing-bias,152,41,474,0,10
376860503,ML4ITS/mtad-gat-pytorch,https://api.github.com/repos/ML4ITS/mtad-gat-pytorch,83,21,474,5,13
175358091,wenhuchen/Table-Fact-Checking,https://api.github.com/repos/wenhuchen/Table-Fact-Checking,272,48,471,0,9
377527862,bigscience-workshop/data_tooling,https://api.github.com/repos/bigscience-workshop/data_tooling,21,32,471,138,123
363309213,VumBleBot/odqa_baseline_code,https://api.github.com/repos/VumBleBot/odqa_baseline_code,60,12,471,4,37
142182592,mjendrusch/torchsupport,https://api.github.com/repos/mjendrusch/torchsupport,18,14,470,1,0
320124143,roatienza/deep-text-recognition-benchmark,https://api.github.com/repos/roatienza/deep-text-recognition-benchmark,121,32,469,21,13
87099860,ellisk42/TikZ,https://api.github.com/repos/ellisk42/TikZ,95,18,469,3,1
120153084,jinfagang/alfred,https://api.github.com/repos/jinfagang/alfred,579,107,467,10,14
127285630,csc-training/intro-to-dl,https://api.github.com/repos/csc-training/intro-to-dl,37,30,467,2,2
60142885,ml4a/ml4a,https://api.github.com/repos/ml4a/ml4a,1325,297,466,7,44
416849738,facebookresearch/xformers,https://api.github.com/repos/facebookresearch/xformers,635,38,466,71,126
