id,full_name,url,stars,forks,forked,commits,open_issue,closed_issue
23565243,numenta/htmresearch,https://api.github.com/repos/numenta/htmresearch,224,109,FALSE,5346,29,86
204086862,streamlit/streamlit,https://api.github.com/repos/streamlit/streamlit,17588,1583,FALSE,5300,591,2483
42408083,dask/distributed,https://api.github.com/repos/dask/distributed,1295,586,FALSE,5187,1076,2101
253846879,determined-ai/determined,https://api.github.com/repos/determined-ai/determined,1620,201,FALSE,5113,23,233
169116405,tensorflow/tfx,https://api.github.com/repos/tensorflow/tfx,1691,539,FALSE,4970,132,690
124910572,mozilla/bugbug,https://api.github.com/repos/mozilla/bugbug,379,233,FALSE,4959,248,616
133100880,kubeflow/pipelines,https://api.github.com/repos/kubeflow/pipelines,2676,1149,FALSE,4813,639,2560
18587808,gjbex/training-material,https://api.github.com/repos/gjbex/training-material,101,49,FALSE,4753,3,13
180872240,numenta/nupic.research,https://api.github.com/repos/numenta/nupic.research,71,38,FALSE,4745,5,6
161556784,tensorflow/federated,https://api.github.com/repos/tensorflow/federated,1750,425,FALSE,4596,62,288
27452807,broadinstitute/gatk,https://api.github.com/repos/broadinstitute/gatk,1166,471,FALSE,4547,1107,3271
130718031,ROCmSoftwarePlatform/AMDMIGraphX,https://api.github.com/repos/ROCmSoftwarePlatform/AMDMIGraphX,69,29,FALSE,4545,101,457
379554918,iqiyi/xgboost-serving,https://api.github.com/repos/iqiyi/xgboost-serving,104,13,FALSE,4533,1,0
5502765,Sefaria/Sefaria-Data,https://api.github.com/repos/Sefaria/Sefaria-Data,64,55,FALSE,4494,3,2
290981320,microsoft/fastformers,https://api.github.com/repos/microsoft/fastformers,618,36,FALSE,4324,0,18
265612440,coqui-ai/TTS,https://api.github.com/repos/coqui-ai/TTS,3850,348,FALSE,4214,19,488
40307735,flatironinstitute/CaImAn,https://api.github.com/repos/flatironinstitute/CaImAn,442,294,FALSE,3991,41,540
178290396,fastestimator/fastestimator,https://api.github.com/repos/fastestimator/fastestimator,40,25,FALSE,3983,0,11
151619717,google-research/google-research,https://api.github.com/repos/google-research/google-research,21768,5128,FALSE,3867,680,272
15226547,OpenDrift/opendrift,https://api.github.com/repos/OpenDrift/opendrift,135,79,FALSE,3853,58,260
22177757,maranemil/howto,https://api.github.com/repos/maranemil/howto,34,17,FALSE,3786,0,0
136202695,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,11218,2485,FALSE,3780,885,1872
71305435,VertaAI/modeldb,https://api.github.com/repos/VertaAI/modeldb,1383,250,FALSE,3701,81,52
101409977,STEllAR-GROUP/phylanx,https://api.github.com/repos/STEllAR-GROUP/phylanx,71,38,FALSE,3661,120,367
24528468,vaexio/vaex,https://api.github.com/repos/vaexio/vaex,6895,535,FALSE,3607,381,767
81887991,microsoft/AirSim,https://api.github.com/repos/microsoft/AirSim,12670,3587,FALSE,3560,574,2705
44731840,lablup/backend.ai-kernels,https://api.github.com/repos/lablup/backend.ai-kernels,25,12,FALSE,3557,20,85
277549433,akshitagupta15june/Face-X,https://api.github.com/repos/akshitagupta15june/Face-X,141,217,FALSE,3511,37,438
37615400,kristinbranson/APT,https://api.github.com/repos/kristinbranson/APT,57,10,FALSE,3474,152,249
90328920,intel-analytics/analytics-zoo,https://api.github.com/repos/intel-analytics/analytics-zoo,2466,712,FALSE,3442,407,854
188732560,jim-schwoebel/allie,https://api.github.com/repos/jim-schwoebel/allie,90,22,FALSE,3394,16,22
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4564,789,FALSE,3344,51,617
145453331,JohnSnowLabs/spark-nlp-workshop,https://api.github.com/repos/JohnSnowLabs/spark-nlp-workshop,643,377,FALSE,3315,1,72
68254498,cleverhans-lab/cleverhans,https://api.github.com/repos/cleverhans-lab/cleverhans,5394,1347,FALSE,3203,25,422
173249347,generalized-iou/g-tensorflow-models,https://api.github.com/repos/generalized-iou/g-tensorflow-models,76,19,FALSE,3176,4,1
82204883,uw-cmg/MAST-ML,https://api.github.com/repos/uw-cmg/MAST-ML,64,41,FALSE,3151,23,190
135768037,NVIDIA/DALI,https://api.github.com/repos/NVIDIA/DALI,3692,477,FALSE,3015,219,1126
65924871,probml/pyprobml,https://api.github.com/repos/probml/pyprobml,4247,986,FALSE,2997,30,421
50878370,lamastex/scalable-data-science,https://api.github.com/repos/lamastex/scalable-data-science,148,83,FALSE,2989,0,1
29800084,selective-inference/Python-software,https://api.github.com/repos/selective-inference/Python-software,47,29,FALSE,2956,4,3
48593532,tensorpack/tensorpack,https://api.github.com/repos/tensorpack/tensorpack,6154,1827,FALSE,2940,7,1343
6472554,invesalius/invesalius3,https://api.github.com/repos/invesalius/invesalius3,387,164,FALSE,2915,77,160
205706595,mlrun/mlrun,https://api.github.com/repos/mlrun/mlrun,560,117,FALSE,2905,57,159
135673451,microsoft/nni,https://api.github.com/repos/microsoft/nni,10937,1551,FALSE,2905,257,1583
279468507,PurdueDualityLab/TensorFlowModels,https://api.github.com/repos/PurdueDualityLab/TensorFlowModels,29,12,FALSE,2903,2,2
169442310,amaiya/ktrain,https://api.github.com/repos/amaiya/ktrain,945,231,FALSE,2885,0,444
281076856,MLReef/mlreef,https://api.github.com/repos/MLReef/mlreef,1361,319,FALSE,2877,0,9
262236251,SR-Sunny-Raj/Hacktoberfest2021-DSA,https://api.github.com/repos/SR-Sunny-Raj/Hacktoberfest2021-DSA,242,1108,FALSE,2773,1,114
120103318,batermj/data_sciences_campaign,https://api.github.com/repos/batermj/data_sciences_campaign,85,34,FALSE,2764,0,1
125098252,onnx/tensorflow-onnx,https://api.github.com/repos/onnx/tensorflow-onnx,1336,308,FALSE,2739,97,800
80643958,rstudio/keras,https://api.github.com/repos/rstudio/keras,729,264,FALSE,2730,96,936
162232730,yyht/BERT,https://api.github.com/repos/yyht/BERT,30,10,FALSE,2711,5,1
146165888,ultralytics/yolov3,https://api.github.com/repos/ultralytics/yolov3,8289,3068,FALSE,2672,11,1770
372489086,prathimacode-hub/ML-ProjectKart,https://api.github.com/repos/prathimacode-hub/ML-ProjectKart,130,145,FALSE,2653,42,277
208313010,NVIDIA-Merlin/HugeCTR,https://api.github.com/repos/NVIDIA-Merlin/HugeCTR,563,131,FALSE,2607,11,286
185998708,digantamisra98/Mish,https://api.github.com/repos/digantamisra98/Mish,1185,124,FALSE,2603,1,31
264818686,ultralytics/yolov5,https://api.github.com/repos/ultralytics/yolov5,21813,7706,FALSE,2600,233,7415
126507129,Kaggle/learntools,https://api.github.com/repos/Kaggle/learntools,319,185,FALSE,2582,14,15
127184470,ambujraj/hacktoberfest2018,https://api.github.com/repos/ambujraj/hacktoberfest2018,140,1068,FALSE,2557,21,6
185701977,huaweicloud/ModelArts-Lab,https://api.github.com/repos/huaweicloud/ModelArts-Lab,891,867,FALSE,2536,60,111
129366435,stellargraph/stellargraph,https://api.github.com/repos/stellargraph/stellargraph,2268,341,FALSE,2535,283,739
154412076,IntelAI/models,https://api.github.com/repos/IntelAI/models,336,140,FALSE,2528,24,30
109618587,analysiscenter/radio,https://api.github.com/repos/analysiscenter/radio,207,51,FALSE,2488,20,26
281528773,intel/neural-compressor,https://api.github.com/repos/intel/neural-compressor,288,55,FALSE,2477,10,82
140285687,osmr/imgclsmob,https://api.github.com/repos/osmr/imgclsmob,2454,499,FALSE,2476,10,84
227367327,PINTO0309/PINTO_model_zoo,https://api.github.com/repos/PINTO0309/PINTO_model_zoo,1428,239,FALSE,2445,7,251
91284550,studioml/studio,https://api.github.com/repos/studioml/studio,374,52,FALSE,2410,57,195
299900184,bhaveshlohana/HacktoberFest2020-Contributions,https://api.github.com/repos/bhaveshlohana/HacktoberFest2020-Contributions,189,1044,FALSE,2347,11,25
149458170,acconeer/acconeer-python-exploration,https://api.github.com/repos/acconeer/acconeer-python-exploration,108,43,FALSE,2307,0,115
74505259,slundberg/shap,https://api.github.com/repos/slundberg/shap,15357,2318,FALSE,2277,1533,629
104001805,HealthRex/CDSS,https://api.github.com/repos/HealthRex/CDSS,64,27,FALSE,2249,84,263
151525500,sql-machine-learning/sqlflow,https://api.github.com/repos/sql-machine-learning/sqlflow,4440,660,FALSE,2222,246,778
135559956,sentinel-hub/eo-learn,https://api.github.com/repos/sentinel-hub/eo-learn,843,257,FALSE,2205,10,139
157936206,tensorflow/agents,https://api.github.com/repos/tensorflow/agents,2175,595,FALSE,2191,155,452
118620583,mozilla/TTS,https://api.github.com/repos/mozilla/TTS,5596,901,FALSE,2184,6,533
76095264,autorope/donkeycar,https://api.github.com/repos/autorope/donkeycar,2210,1139,FALSE,2174,81,326
30907774,spmallick/learnopencv,https://api.github.com/repos/spmallick/learnopencv,15627,9850,FALSE,2143,197,86
141200054,tensorflow/examples,https://api.github.com/repos/tensorflow/examples,5791,5986,FALSE,2115,0,0
44517034,atmtools/typhon,https://api.github.com/repos/atmtools/typhon,43,32,FALSE,2108,11,46
191126383,allegroai/clearml,https://api.github.com/repos/allegroai/clearml,2973,412,FALSE,2009,354,387
77790524,Avkash/mldl,https://api.github.com/repos/Avkash/mldl,216,29,FALSE,1988,3,1
100326126,plaidml/plaidml,https://api.github.com/repos/plaidml/plaidml,4327,405,FALSE,1987,275,322
106888772,henrysky/astroNN,https://api.github.com/repos/henrysky/astroNN,146,40,FALSE,1962,5,9
85799683,christophM/interpretable-ml-book,https://api.github.com/repos/christophM/interpretable-ml-book,4003,848,FALSE,1934,27,151
36804486,tqdm/tqdm,https://api.github.com/repos/tqdm/tqdm,21075,1073,FALSE,1928,328,561
204388414,bojone/bert4keras,https://api.github.com/repos/bojone/bert4keras,4091,794,FALSE,1912,158,317
234634164,aws/deep-learning-containers,https://api.github.com/repos/aws/deep-learning-containers,352,219,FALSE,1882,101,63
91730359,GoogleCloudPlatform/professional-services,https://api.github.com/repos/GoogleCloudPlatform/professional-services,1982,965,FALSE,1820,22,124
93728104,NTMC-Community/MatchZoo,https://api.github.com/repos/NTMC-Community/MatchZoo,3591,914,FALSE,1810,33,429
70790978,antoinecarme/pyaf,https://api.github.com/repos/antoinecarme/pyaf,353,57,FALSE,1784,19,161
81080747,davidam/python-examples,https://api.github.com/repos/davidam/python-examples,12,11,FALSE,1752,0,0
75482295,riga/law,https://api.github.com/repos/riga/law,46,18,FALSE,1735,9,69
24976755,hankcs/HanLP,https://api.github.com/repos/hankcs/HanLP,24932,6644,FALSE,1723,7,1353
114747226,deepfakes/faceswap,https://api.github.com/repos/deepfakes/faceswap,40256,11485,FALSE,1722,13,784
173964224,federicoparroni/recsys2019,https://api.github.com/repos/federicoparroni/recsys2019,27,14,FALSE,1709,0,0
83335474,tiepvupsu/tiepvupsu.github.io,https://api.github.com/repos/tiepvupsu/tiepvupsu.github.io,548,505,FALSE,1696,3,4
118431205,wwu-mmll/photonai,https://api.github.com/repos/wwu-mmll/photonai,55,10,FALSE,1695,4,4
412498607,sonumahajan/All_Program_helper,https://api.github.com/repos/sonumahajan/All_Program_helper,34,272,FALSE,1676,1,24
227332007,nusdbsystem/singa-auto,https://api.github.com/repos/nusdbsystem/singa-auto,10,13,FALSE,1673,12,41
371198718,GoogleCloudPlatform/vertex-ai-samples,https://api.github.com/repos/GoogleCloudPlatform/vertex-ai-samples,168,117,FALSE,1655,17,101
105699750,yzhao062/pyod,https://api.github.com/repos/yzhao062/pyod,5224,1031,FALSE,1651,142,141
56539777,hanhanwu/Hanhan_Data_Science_Practice,https://api.github.com/repos/hanhanwu/Hanhan_Data_Science_Practice,26,14,FALSE,1642,0,0
38223600,openvax/mhcflurry,https://api.github.com/repos/openvax/mhcflurry,131,43,FALSE,1638,8,117
159568339,dreadl0ck/netcap,https://api.github.com/repos/dreadl0ck/netcap,1529,137,FALSE,1637,2,15
70411933,spillai/pybot,https://api.github.com/repos/spillai/pybot,60,19,FALSE,1628,1,1
96482151,guicho271828/latplan,https://api.github.com/repos/guicho271828/latplan,70,16,FALSE,1598,0,16
217121692,mlrun/functions,https://api.github.com/repos/mlrun/functions,20,34,FALSE,1572,5,4
112676803,apple/turicreate,https://api.github.com/repos/apple/turicreate,10571,1120,FALSE,1571,493,1293
64230020,hcmlab/nova,https://api.github.com/repos/hcmlab/nova,131,28,FALSE,1561,16,46
72647345,ECP-CANDLE/Benchmarks,https://api.github.com/repos/ECP-CANDLE/Benchmarks,44,75,FALSE,1552,22,7
15994566,gooofy/zamia-ai,https://api.github.com/repos/gooofy/zamia-ai,143,28,FALSE,1546,0,10
2287140,burakbayramli/classnotes,https://api.github.com/repos/burakbayramli/classnotes,54,31,FALSE,1534,0,1
159249114,tensorflow/addons,https://api.github.com/repos/tensorflow/addons,1438,538,FALSE,1497,69,885
64699999,LSSTC-DSFP/LSSTC-DSFP-Sessions,https://api.github.com/repos/LSSTC-DSFP/LSSTC-DSFP-Sessions,233,200,FALSE,1489,3,1
177059781,OneStepAndTwoSteps/Data_Analysis_notes,https://api.github.com/repos/OneStepAndTwoSteps/Data_Analysis_notes,21,10,FALSE,1487,0,0
141404914,knime/knime-deeplearning,https://api.github.com/repos/knime/knime-deeplearning,18,11,FALSE,1483,0,0
108329371,fastmachinelearning/hls4ml,https://api.github.com/repos/fastmachinelearning/hls4ml,603,222,FALSE,1476,123,202
293648492,Learn-Write-Repeat/Open-contributions,https://api.github.com/repos/Learn-Write-Repeat/Open-contributions,48,455,FALSE,1456,27,9
172114524,rapidsai-community/notebooks-contrib,https://api.github.com/repos/rapidsai-community/notebooks-contrib,378,226,FALSE,1450,30,49
123026206,lappis-unb/tais,https://api.github.com/repos/lappis-unb/tais,84,39,FALSE,1441,41,387
252701518,neurodata/ProgLearn,https://api.github.com/repos/neurodata/ProgLearn,31,41,FALSE,1434,46,223
145695374,svakulenk0/KBQA,https://api.github.com/repos/svakulenk0/KBQA,82,11,FALSE,1431,4,4
112975045,TheCacophonyProject/classifier-pipeline,https://api.github.com/repos/TheCacophonyProject/classifier-pipeline,16,14,FALSE,1429,16,11
97159209,TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,https://api.github.com/repos/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,2996,1483,FALSE,1394,12,0
164936937,IntelAI/nauta,https://api.github.com/repos/IntelAI/nauta,394,65,FALSE,1388,13,21
131881622,NVIDIA/DeepLearningExamples,https://api.github.com/repos/NVIDIA/DeepLearningExamples,7586,2149,FALSE,1387,171,544
124191804,yao-lab/yao-lab.github.io,https://api.github.com/repos/yao-lab/yao-lab.github.io,13,31,FALSE,1385,0,0
284096588,Xilinx/Vitis-In-Depth-Tutorial,https://api.github.com/repos/Xilinx/Vitis-In-Depth-Tutorial,107,64,FALSE,1381,2,14
236185220,materialsvirtuallab/maml,https://api.github.com/repos/materialsvirtuallab/maml,150,35,FALSE,1380,5,53
111340129,keras-team/autokeras,https://api.github.com/repos/keras-team/autokeras,8321,1349,FALSE,1378,114,754
254755757,Palashio/libra,https://api.github.com/repos/Palashio/libra,1927,116,FALSE,1367,45,128
79821807,yandexdataschool/Practical_RL,https://api.github.com/repos/yandexdataschool/Practical_RL,4797,1463,FALSE,1347,37,147
15688257,RoboJackets/roboracing-software,https://api.github.com/repos/RoboJackets/roboracing-software,68,55,FALSE,1346,29,182
274077856,mindspore-ai/akg,https://api.github.com/repos/mindspore-ai/akg,146,27,FALSE,1345,6,3
96467284,kipoi/kipoi,https://api.github.com/repos/kipoi/kipoi,201,38,FALSE,1325,54,261
263364731,mlco2/codecarbon,https://api.github.com/repos/mlco2/codecarbon,353,45,FALSE,1305,58,110
162919890,neomatrix369/awesome-ai-ml-dl,https://api.github.com/repos/neomatrix369/awesome-ai-ml-dl,1007,294,FALSE,1304,3,9
89505063,xiaodongxiexie/python-widget,https://api.github.com/repos/xiaodongxiexie/python-widget,159,50,FALSE,1302,0,0
99846383,horovod/horovod,https://api.github.com/repos/horovod/horovod,12102,2005,FALSE,1300,334,1806
320591199,neuralmagic/sparseml,https://api.github.com/repos/neuralmagic/sparseml,802,58,FALSE,1299,12,131
126528713,tensorflow/model-analysis,https://api.github.com/repos/tensorflow/model-analysis,1138,243,FALSE,1293,19,51
221723816,WZMIAOMIAO/deep-learning-for-image-processing,https://api.github.com/repos/WZMIAOMIAO/deep-learning-for-image-processing,6391,3134,FALSE,1292,24,314
322113101,IQTLabs/SkyScan,https://api.github.com/repos/IQTLabs/SkyScan,206,15,FALSE,1284,2,5
292271265,SpooderManEXE/Hacktoberfest2020-Expert,https://api.github.com/repos/SpooderManEXE/Hacktoberfest2020-Expert,57,262,FALSE,1272,0,1
96946693,tensorflow/tpu,https://api.github.com/repos/tensorflow/tpu,4633,1659,FALSE,1261,253,204
145148726,Azure/MachineLearningNotebooks,https://api.github.com/repos/Azure/MachineLearningNotebooks,2838,2056,FALSE,1261,315,1052
271800973,GoogleCloudPlatform/asl-ml-immersion,https://api.github.com/repos/GoogleCloudPlatform/asl-ml-immersion,19,57,FALSE,1258,9,22
257688216,quic/aimet,https://api.github.com/repos/quic/aimet,838,158,FALSE,1239,94,782
180455099,data-integration-toolkit/ditk,https://api.github.com/repos/data-integration-toolkit/ditk,18,74,FALSE,1238,0,0
141242285,PreferredAI/cornac,https://api.github.com/repos/PreferredAI/cornac,525,85,FALSE,1236,9,108
261059191,airctic/icevision,https://api.github.com/repos/airctic/icevision,567,91,FALSE,1234,58,510
263687600,openvinotoolkit/nncf,https://api.github.com/repos/openvinotoolkit/nncf,395,99,FALSE,1230,23,212
215649623,Xilinx/Vitis-AI,https://api.github.com/repos/Xilinx/Vitis-AI,742,432,FALSE,1220,156,906
300091001,bajajvinamr/HacktoberFest2020,https://api.github.com/repos/bajajvinamr/HacktoberFest2020,144,684,FALSE,1219,9,4
261861733,keras-team/keras-io,https://api.github.com/repos/keras-team/keras-io,1355,1210,FALSE,1214,322,131
248545840,learningOrchestra/mlToolKits,https://api.github.com/repos/learningOrchestra/mlToolKits,49,18,FALSE,1214,8,13
303680708,IEEESFIT1/OpenOctober,https://api.github.com/repos/IEEESFIT1/OpenOctober,27,51,FALSE,1203,5,380
138826167,MIDS-scaling-up/v2,https://api.github.com/repos/MIDS-scaling-up/v2,74,111,FALSE,1199,13,5
42933477,p4-team/ctf,https://api.github.com/repos/p4-team/ctf,1522,272,FALSE,1198,1,11
68256277,TeamHG-Memex/eli5,https://api.github.com/repos/TeamHG-Memex/eli5,2495,318,FALSE,1198,144,112
69576253,GoogleCloudPlatform/cloudml-samples,https://api.github.com/repos/GoogleCloudPlatform/cloudml-samples,1453,866,FALSE,1198,0,207
112754789,sassoftware/python-dlpy,https://api.github.com/repos/sassoftware/python-dlpy,198,115,FALSE,1196,19,176
19508919,ahastudio/CodingLife,https://api.github.com/repos/ahastudio/CodingLife,57,30,FALSE,1196,0,1
50881110,aimacode/aima-python,https://api.github.com/repos/aimacode/aima-python,6229,2988,FALSE,1190,122,266
76386735,UWDIRECT/UWDIRECT.github.io,https://api.github.com/repos/UWDIRECT/UWDIRECT.github.io,12,29,FALSE,1186,3,3
155895908,thunil/mantaflow,https://api.github.com/repos/thunil/mantaflow,55,32,FALSE,1184,6,1
215489464,PoCInnovation/Workshops,https://api.github.com/repos/PoCInnovation/Workshops,331,60,FALSE,1161,0,2
305901775,TL-System/plato,https://api.github.com/repos/TL-System/plato,133,34,FALSE,1159,1,59
65155092,ClimbsRocks/auto_ml,https://api.github.com/repos/ClimbsRocks/auto_ml,1562,305,FALSE,1149,179,216
100249425,fizyr/keras-retinanet,https://api.github.com/repos/fizyr/keras-retinanet,4263,1964,FALSE,1147,10,1255
219559345,JdeRobot/BehaviorMetrics,https://api.github.com/repos/JdeRobot/BehaviorMetrics,32,21,FALSE,1136,37,254
103808346,tykimos/tykimos.github.io,https://api.github.com/repos/tykimos/tykimos.github.io,17,17,FALSE,1133,0,0
72968591,PPPLDeepLearning/plasma-python,https://api.github.com/repos/PPPLDeepLearning/plasma-python,71,38,FALSE,1115,20,10
114906951,cornell-zhang/heterocl,https://api.github.com/repos/cornell-zhang/heterocl,204,64,FALSE,1112,83,132
80089456,oracle/Skater,https://api.github.com/repos/oracle/Skater,1012,168,FALSE,1106,67,97
135771325,HunterMcGushion/hyperparameter_hunter,https://api.github.com/repos/HunterMcGushion/hyperparameter_hunter,682,91,FALSE,1096,32,84
114153539,albermax/innvestigate,https://api.github.com/repos/albermax/innvestigate,944,209,FALSE,1093,48,201
100464123,microsoft/MMdnn,https://api.github.com/repos/microsoft/MMdnn,5503,973,FALSE,1084,324,289
215496017,KonduitAI/konduit-serving,https://api.github.com/repos/KonduitAI/konduit-serving,45,13,FALSE,1071,113,102
144964647,nginyc/rafiki,https://api.github.com/repos/nginyc/rafiki,29,23,FALSE,1065,38,66
241095326,adap/flower,https://api.github.com/repos/adap/flower,729,185,FALSE,1060,146,171
255711241,autogoal/autogoal,https://api.github.com/repos/autogoal/autogoal,151,48,FALSE,1059,20,52
292161065,AprendizajeProfundo/Diplomado,https://api.github.com/repos/AprendizajeProfundo/Diplomado,61,187,FALSE,1049,0,1
320315156,Jayshah6699/datascience-mashup,https://api.github.com/repos/Jayshah6699/datascience-mashup,33,50,FALSE,1045,8,151
71849748,totalgood/nlpia,https://api.github.com/repos/totalgood/nlpia,499,214,FALSE,1045,14,15
59806725,LearnSphere/WorkflowComponents,https://api.github.com/repos/LearnSphere/WorkflowComponents,22,16,FALSE,1039,15,108
317930627,aiqc/AIQC,https://api.github.com/repos/aiqc/AIQC,57,16,FALSE,1034,21,34
147851824,aws-samples/eks-workshop,https://api.github.com/repos/aws-samples/eks-workshop,657,1007,FALSE,1031,114,281
267223745,oneapi-src/oneAPI-samples,https://api.github.com/repos/oneapi-src/oneAPI-samples,259,283,FALSE,1030,31,58
95862535,apple/coremltools,https://api.github.com/repos/apple/coremltools,2537,397,FALSE,1021,191,918
252778465,NVIDIA-Merlin/NVTabular,https://api.github.com/repos/NVIDIA-Merlin/NVTabular,638,98,FALSE,1018,185,567
103403966,kipoi/models,https://api.github.com/repos/kipoi/models,135,49,FALSE,1004,39,62
64573324,jeffheaton/t81_558_deep_learning,https://api.github.com/repos/jeffheaton/t81_558_deep_learning,4285,2331,FALSE,1001,1,114
190658443,keras-team/keras-tuner,https://api.github.com/repos/keras-team/keras-tuner,2462,318,FALSE,996,185,251
68255805,feranick/SpectralMachine,https://api.github.com/repos/feranick/SpectralMachine,35,30,FALSE,994,0,1
239201565,serengil/deepface,https://api.github.com/repos/serengil/deepface,3140,721,FALSE,990,3,625
180587550,keiohta/tf2rl,https://api.github.com/repos/keiohta/tf2rl,407,92,FALSE,985,37,82
