repo_full_name,commit_url,commit_html_url
JDAI-CV/fast-reid,https://api.github.com/repos/JDAI-CV/fast-reid/commits/29630d12909c874917b36b89f0b7b52661ae38f3,https://github.com/JDAI-CV/fast-reid/commit/29630d12909c874917b36b89f0b7b52661ae38f3
azavea/raster-vision,https://api.github.com/repos/azavea/raster-vision/commits/ba4847a7ae1025f7e9cb22913f1087ee89ba2806,https://github.com/azavea/raster-vision/commit/ba4847a7ae1025f7e9cb22913f1087ee89ba2806
open-mmlab/mmcv,https://api.github.com/repos/open-mmlab/mmcv/commits/cbcb90dc211481596b7c44aacf31187481458c31,https://github.com/open-mmlab/mmcv/commit/cbcb90dc211481596b7c44aacf31187481458c31
mozilla/TTS,https://api.github.com/repos/mozilla/TTS/commits/6385253d8c640b8f813214baa2035c92380191f8,https://github.com/mozilla/TTS/commit/6385253d8c640b8f813214baa2035c92380191f8
DLR-RM/stable-baselines3,https://api.github.com/repos/DLR-RM/stable-baselines3/commits/12431b0e9261359386551d9accbf782b197ae4dc,https://github.com/DLR-RM/stable-baselines3/commit/12431b0e9261359386551d9accbf782b197ae4dc
bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML/commits/616e89418407a6e8cf38f476582cee9302676ca1,https://github.com/bentoml/BentoML/commit/616e89418407a6e8cf38f476582cee9302676ca1
ludwig-ai/ludwig,https://api.github.com/repos/ludwig-ai/ludwig/commits/d3f6de0b10faff6a504c3e42e0fb4da6d50f879f,https://github.com/ludwig-ai/ludwig/commit/d3f6de0b10faff6a504c3e42e0fb4da6d50f879f
pymor/pymor,https://api.github.com/repos/pymor/pymor/commits/85794f502ebec3cc0ab0e3994969a2d63b088048,https://github.com/pymor/pymor/commit/85794f502ebec3cc0ab0e3994969a2d63b088048
nyu-mll/jiant,https://api.github.com/repos/nyu-mll/jiant/commits/1a3248ab1989628d582671dc33169ffc5b115838,https://github.com/nyu-mll/jiant/commit/1a3248ab1989628d582671dc33169ffc5b115838
open-mmlab/OpenPCDet,https://api.github.com/repos/open-mmlab/OpenPCDet/commits/635f1e94e855d7832363ecdb2ed70affe487608a,https://github.com/open-mmlab/OpenPCDet/commit/635f1e94e855d7832363ecdb2ed70affe487608a
speechbrain/speechbrain,https://api.github.com/repos/speechbrain/speechbrain/commits/9f3f22111df55627eb7286aa6cf26af9bcf502fb,https://github.com/speechbrain/speechbrain/commit/9f3f22111df55627eb7286aa6cf26af9bcf502fb
PennyLaneAI/pennylane,https://api.github.com/repos/PennyLaneAI/pennylane/commits/9713e459f02106fe8005657df8bc4365fe94de23,https://github.com/PennyLaneAI/pennylane/commit/9713e459f02106fe8005657df8bc4365fe94de23
pytorch/audio,https://api.github.com/repos/pytorch/audio/commits/d02dff76c1e8fcfcff277a4ea0a65f9c8259605e,https://github.com/pytorch/audio/commit/d02dff76c1e8fcfcff277a4ea0a65f9c8259605e
zephyrproject-rtos/zephyr,https://api.github.com/repos/zephyrproject-rtos/zephyr/commits/5626788eb7950a38864f6f42e3826fb79b57c4bd,https://github.com/zephyrproject-rtos/zephyr/commit/5626788eb7950a38864f6f42e3826fb79b57c4bd
sympy/sympy,https://api.github.com/repos/sympy/sympy/commits/99b21ff58ad2e2ba83172512d7f513a7c37e50c3,https://github.com/sympy/sympy/commit/99b21ff58ad2e2ba83172512d7f513a7c37e50c3
opencv/opencv,https://api.github.com/repos/opencv/opencv/commits/d352db7ec4664f14520b8781686d886ca119c640,https://github.com/opencv/opencv/commit/d352db7ec4664f14520b8781686d886ca119c640
RasaHQ/rasa,https://api.github.com/repos/RasaHQ/rasa/commits/b656c18a80ee7fb7bf1c9d4c344ad27957d2a11d,https://github.com/RasaHQ/rasa/commit/b656c18a80ee7fb7bf1c9d4c344ad27957d2a11d
cms-sw/cmssw,https://api.github.com/repos/cms-sw/cmssw/commits/961501eebce20604082eafb1e726be64e4f409a4,https://github.com/cms-sw/cmssw/commit/961501eebce20604082eafb1e726be64e4f409a4
microsoft/CNTK,https://api.github.com/repos/microsoft/CNTK/commits/d1e14783b6c7f6beb7bc9c82b40ffe997bbd4741,https://github.com/microsoft/CNTK/commit/d1e14783b6c7f6beb7bc9c82b40ffe997bbd4741
pachyderm/pachyderm,https://api.github.com/repos/pachyderm/pachyderm/commits/b9dc34638bcced17555217eeda29c4cfa1e8b901,https://github.com/pachyderm/pachyderm/commit/b9dc34638bcced17555217eeda29c4cfa1e8b901
google/jax,https://api.github.com/repos/google/jax/commits/066ba2a6cfd705cb7bf6e064eae03724da41dc2d,https://github.com/google/jax/commit/066ba2a6cfd705cb7bf6e064eae03724da41dc2d
mozilla/DeepSpeech,https://api.github.com/repos/mozilla/DeepSpeech/commits/e5b88cd093deb16a7dff8309abc5c25c9781293c,https://github.com/mozilla/DeepSpeech/commit/e5b88cd093deb16a7dff8309abc5c25c9781293c
bulletphysics/bullet3,https://api.github.com/repos/bulletphysics/bullet3/commits/9105c3af5a4e1b2a2e3c819d615de0158126bc4a,https://github.com/bulletphysics/bullet3/commit/9105c3af5a4e1b2a2e3c819d615de0158126bc4a
triton-inference-server/server,https://api.github.com/repos/triton-inference-server/server/commits/3179aa06b3012aef749b63a1bd76a798be753e58,https://github.com/triton-inference-server/server/commit/3179aa06b3012aef749b63a1bd76a798be753e58
d2l-ai/d2l-vi,https://api.github.com/repos/d2l-ai/d2l-vi/commits/94b2be89379460425577794f7051fc39e0644a90,https://github.com/d2l-ai/d2l-vi/commit/94b2be89379460425577794f7051fc39e0644a90
DeepLabCut/DeepLabCut,https://api.github.com/repos/DeepLabCut/DeepLabCut/commits/afc2c504ddd03a4cd387384d4c0e36bd282751a7,https://github.com/DeepLabCut/DeepLabCut/commit/afc2c504ddd03a4cd387384d4c0e36bd282751a7
tensorflow/serving,https://api.github.com/repos/tensorflow/serving/commits/1ea182bf1eb480a2f3adb413113965248f0d329d,https://github.com/tensorflow/serving/commit/1ea182bf1eb480a2f3adb413113965248f0d329d
fizyr/keras-retinanet,https://api.github.com/repos/fizyr/keras-retinanet/commits/659821610c4b5998e2c11ee2d000cde49c08c9f5,https://github.com/fizyr/keras-retinanet/commit/659821610c4b5998e2c11ee2d000cde49c08c9f5
google/automl,https://api.github.com/repos/google/automl/commits/44553d4b4d6ca35f576df12339bfd53d4292dc94,https://github.com/google/automl/commit/44553d4b4d6ca35f576df12339bfd53d4292dc94
tensorflow/tensor2tensor,https://api.github.com/repos/tensorflow/tensor2tensor/commits/0d250b31234378f0687ee7e94db42202dab3a99d,https://github.com/tensorflow/tensor2tensor/commit/0d250b31234378f0687ee7e94db42202dab3a99d
tensorflow/hub,https://api.github.com/repos/tensorflow/hub/commits/a242013a87fd6c0f551a3b6f858623de55198b85,https://github.com/tensorflow/hub/commit/a242013a87fd6c0f551a3b6f858623de55198b85
GPflow/GPflow,https://api.github.com/repos/GPflow/GPflow/commits/2546cd8b659eeaeb4dbff07d4880b59a883596a0,https://github.com/GPflow/GPflow/commit/2546cd8b659eeaeb4dbff07d4880b59a883596a0
tensorflow/datasets,https://api.github.com/repos/tensorflow/datasets/commits/62e28742eb3fb5508c103b6fe150a5c151bf3f3b,https://github.com/tensorflow/datasets/commit/62e28742eb3fb5508c103b6fe150a5c151bf3f3b
davidsandberg/facenet,https://api.github.com/repos/davidsandberg/facenet/commits/461346c3d9cd68dd0730cdeb9b4802a307169575,https://github.com/davidsandberg/facenet/commit/461346c3d9cd68dd0730cdeb9b4802a307169575
TensorSpeech/TensorFlowTTS,https://api.github.com/repos/TensorSpeech/TensorFlowTTS/commits/be94cef239838f59098a1535d27bd2f904ac0647,https://github.com/TensorSpeech/TensorFlowTTS/commit/be94cef239838f59098a1535d27bd2f904ac0647
magenta/magenta,https://api.github.com/repos/magenta/magenta/commits/a2490ef5a47456145f7b2ca2eb13d036c1df7439,https://github.com/magenta/magenta/commit/a2490ef5a47456145f7b2ca2eb13d036c1df7439
kedro-org/kedro,https://api.github.com/repos/kedro-org/kedro/commits/10be501c6218059d22de016485b2343071cd5eef,https://github.com/kedro-org/kedro/commit/10be501c6218059d22de016485b2343071cd5eef
JohnSnowLabs/spark-nlp,https://api.github.com/repos/JohnSnowLabs/spark-nlp/commits/50710c2cdfc1471a76003b0e9d21a87d3cb8a3c2,https://github.com/JohnSnowLabs/spark-nlp/commit/50710c2cdfc1471a76003b0e9d21a87d3cb8a3c2
hacktoberfest17/programming,https://api.github.com/repos/hacktoberfest17/programming/commits/7a08b1b3dc575b977e1ecf6c1e718fda258a6014,https://github.com/hacktoberfest17/programming/commit/7a08b1b3dc575b977e1ecf6c1e718fda258a6014
pyro-ppl/numpyro,https://api.github.com/repos/pyro-ppl/numpyro/commits/75762c6f55085751a52cad0b174905295a28eb4d,https://github.com/pyro-ppl/numpyro/commit/75762c6f55085751a52cad0b174905295a28eb4d
tensorlayer/TensorLayer,https://api.github.com/repos/tensorlayer/TensorLayer/commits/bbdd55ae0cda876404ed2c256921d29e054a93a0,https://github.com/tensorlayer/TensorLayer/commit/bbdd55ae0cda876404ed2c256921d29e054a93a0
IDSIA/sacred,https://api.github.com/repos/IDSIA/sacred/commits/b9c07c3e3a67d2cdb52fdea75a983dc3a282ac67,https://github.com/IDSIA/sacred/commit/b9c07c3e3a67d2cdb52fdea75a983dc3a282ac67
twosixlabs/armory,https://api.github.com/repos/twosixlabs/armory/commits/1003fa2877d590d6b70a3ac373fde457da1aa54f,https://github.com/twosixlabs/armory/commit/1003fa2877d590d6b70a3ac373fde457da1aa54f
huawei-noah/SMARTS,https://api.github.com/repos/huawei-noah/SMARTS/commits/feee8fd8a1f0c10ab2aaf6f12acc8c9cc0f861af,https://github.com/huawei-noah/SMARTS/commit/feee8fd8a1f0c10ab2aaf6f12acc8c9cc0f861af
mlcommons/inference,https://api.github.com/repos/mlcommons/inference/commits/6d181d26af9ddfe968eecf7d5d94ef2609537bf3,https://github.com/mlcommons/inference/commit/6d181d26af9ddfe968eecf7d5d94ef2609537bf3
microsoft/DeepSpeed,https://api.github.com/repos/microsoft/DeepSpeed/commits/001abe2362d9edba062070fb05df40925f54cb3e,https://github.com/microsoft/DeepSpeed/commit/001abe2362d9edba062070fb05df40925f54cb3e
nnstreamer/nntrainer,https://api.github.com/repos/nnstreamer/nntrainer/commits/d2c0e39ed42125f32a3a32aecee8ce613538a8dd,https://github.com/nnstreamer/nntrainer/commit/d2c0e39ed42125f32a3a32aecee8ce613538a8dd
