id,full_name,url,stars,forks,commit,openIssue,closedIssue
154739597,google/jax,https://api.github.com/repos/google/jax,16256,1488,10512,810,2094
191820100,google/mediapipe,https://api.github.com/repos/google/mediapipe,16079,3306,111,272,2636
151300862,instillai/TensorFlow-Course,https://api.github.com/repos/instillai/TensorFlow-Course,15999,3219,227,1,11
123870315,tensorflow/tfjs,https://api.github.com/repos/tensorflow/tfjs,15968,1673,5127,508,2787
30907774,spmallick/learnopencv,https://api.github.com/repos/spmallick/learnopencv,15650,9870,1529,170,73
74505259,slundberg/shap,https://api.github.com/repos/slundberg/shap,15424,2329,2011,1257,571
170067246,openai/gpt-2,https://api.github.com/repos/openai/gpt-2,15230,3896,57,104,128
93354260,lllyasviel/style2paints,https://api.github.com/repos/lllyasviel/style2paints,14472,1803,347,11,150
70908208,RasaHQ/rasa,https://api.github.com/repos/RasaHQ/rasa,13538,3886,29857,894,5567
2489216,JetBrains/intellij-community,https://api.github.com/repos/JetBrains/intellij-community,13261,4358,366326,0,0
14734876,eclipse/deeplearning4j,https://api.github.com/repos/eclipse/deeplearning4j,12345,4933,2479,760,4819
92238803,openai/baselines,https://api.github.com/repos/openai/baselines,12314,4236,347,391,430
51620087,davidsandberg/facenet,https://api.github.com/repos/davidsandberg/facenet,12284,4704,566,483,615
192155460,dragen1860/Deep-Learning-with-TensorFlow-book,https://api.github.com/repos/dragen1860/Deep-Learning-with-TensorFlow-book,12187,3961,151,73,148
149430917,microsoft/recommenders,https://api.github.com/repos/microsoft/recommenders,12186,2116,7343,123,532
169100692,NVlabs/stylegan,https://api.github.com/repos/NVlabs/stylegan,12184,2858,15,0,0
99846383,horovod/horovod,https://api.github.com/repos/horovod/horovod,12121,2008,1139,273,1674
250213286,huggingface/datasets,https://api.github.com/repos/huggingface/datasets,12069,1476,2406,416,866
94460704,tensorflow/tensor2tensor,https://api.github.com/repos/tensorflow/tensor2tensor,11986,3030,4362,562,669
120360765,chromium/chromium,https://api.github.com/repos/chromium/chromium,11465,4431,1092662,0,0
92254860,tonybeltramelli/pix2code,https://api.github.com/repos/tonybeltramelli/pix2code,11365,1312,26,0,0
136202695,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,11254,2493,2497,848,1199
179893494,ddbourgin/numpy-ml,https://api.github.com/repos/ddbourgin/numpy-ml,11210,3123,348,12,26
102057483,deepinsight/insightface,https://api.github.com/repos/deepinsight/insightface,11168,3632,1974,982,824
195408640,NLP-LOVE/ML-NLP,https://api.github.com/repos/NLP-LOVE/ML-NLP,11132,3718,302,21,12
135673451,microsoft/nni,https://api.github.com/repos/microsoft/nni,10980,1561,2496,255,1244
112676803,apple/turicreate,https://api.github.com/repos/apple/turicreate,10571,1121,1571,473,1284
63832089,lengstrom/fast-style-transfer,https://api.github.com/repos/lengstrom/fast-style-transfer,10305,2588,69,97,124
157198623,hanxiao/bert-as-service,https://api.github.com/repos/hanxiao/bert-as-service,9869,1894,1640,254,251
142422739,google/dopamine,https://api.github.com/repos/google/dopamine,9724,1309,282,64,82
165826654,deepmind/deepmind-research,https://api.github.com/repos/deepmind/deepmind-research,9585,1945,306,84,106
55147386,tflearn/tflearn,https://api.github.com/repos/tflearn/tflearn,9577,2434,613,547,362
87067212,deepmind/sonnet,https://api.github.com/repos/deepmind/sonnet,9190,1310,847,19,147
273839530,Python-World/python-mini-projects,https://api.github.com/repos/Python-World/python-mini-projects,9090,2523,977,26,146
224284178,NVlabs/stylegan2,https://api.github.com/repos/NVlabs/stylegan2,9085,2205,19,0,0
61993351,Hvass-Labs/TensorFlow-Tutorials,https://api.github.com/repos/Hvass-Labs/TensorFlow-Tutorials,8953,4235,100,1,109
1605598,bulletphysics/bullet3,https://api.github.com/repos/bulletphysics/bullet3,8917,2412,9130,11,1677
130375797,dmlc/dgl,https://api.github.com/repos/dmlc/dgl,8903,2023,2114,263,1069
640534,sympy/sympy,https://api.github.com/repos/sympy/sympy,8849,3597,50221,3811,7799
111340129,keras-team/autokeras,https://api.github.com/repos/keras-team/autokeras,8336,1349,1286,72,729
146165888,ultralytics/yolov3,https://api.github.com/repos/ultralytics/yolov3,8303,3071,2632,12,1700
170161374,microsoft/computervision-recipes,https://api.github.com/repos/microsoft/computervision-recipes,8282,1015,923,55,193
287463830,microsoft/qlib,https://api.github.com/repos/microsoft/qlib,7988,1364,1681,138,313
70746484,apache/tvm,https://api.github.com/repos/apache/tvm,7680,2379,7564,221,1941
131881622,NVIDIA/DeepLearningExamples,https://api.github.com/repos/NVIDIA/DeepLearningExamples,7615,2154,1075,122,452
94218531,lanpa/tensorboardX,https://api.github.com/repos/lanpa/tensorboardX,7227,849,482,63,365
92841276,brightmart/text_classification,https://api.github.com/repos/brightmart/text_classification,7223,2565,318,42,81
47799229,carpedm20/DCGAN-tensorflow,https://api.github.com/repos/carpedm20/DCGAN-tensorflow,6984,2695,301,178,124
127846381,qqwweee/keras-yolo3,https://api.github.com/repos/qqwweee/keras-yolo3,6966,3476,24,472,226
73654812,luyishisi/Anti-Anti-Spider,https://api.github.com/repos/luyishisi/Anti-Anti-Spider,6938,2219,152,22,10
142076747,microsoft/ailab,https://api.github.com/repos/microsoft/ailab,6932,1293,134,24,24
24528468,vaexio/vaex,https://api.github.com/repos/vaexio/vaex,6905,536,3424,289,641
139156354,openvinotoolkit/cvat,https://api.github.com/repos/openvinotoolkit/cvat,6830,1821,2438,324,1663
125932201,OlafenwaMoses/ImageAI,https://api.github.com/repos/OlafenwaMoses/ImageAI,6818,1903,292,243,426
60626727,tensorlayer/TensorLayer,https://api.github.com/repos/tensorlayer/TensorLayer,6816,1524,3350,20,438
96544175,PAIR-code/facets,https://api.github.com/repos/PAIR-code/facets,6772,862,264,76,76
189350661,lukemelas/EfficientNet-PyTorch,https://api.github.com/repos/lukemelas/EfficientNet-PyTorch,6761,1394,162,133,134
213020264,google/trax,https://api.github.com/repos/google/trax,6760,692,1592,84,121
156606738,openai/spinningup,https://api.github.com/repos/openai/spinningup,6628,1581,99,133,114
22489033,lazyprogrammer/machine_learning_examples,https://api.github.com/repos/lazyprogrammer/machine_learning_examples,6554,5537,344,30,15
107937815,aws/amazon-sagemaker-examples,https://api.github.com/repos/aws/amazon-sagemaker-examples,6515,4901,2214,516,683
221723816,WZMIAOMIAO/deep-learning-for-image-processing,https://api.github.com/repos/WZMIAOMIAO/deep-learning-for-image-processing,6498,3182,1018,1,168
182067506,kedro-org/kedro,https://api.github.com/repos/kedro-org/kedro,6456,606,1434,44,565
181436799,alibaba/MNN,https://api.github.com/repos/alibaba/MNN,6398,1320,1168,398,1160
91222097,kkroening/ffmpeg-python,https://api.github.com/repos/kkroening/ffmpeg-python,6379,633,449,321,197
235860204,microsoft/DeepSpeed,https://api.github.com/repos/microsoft/DeepSpeed,6270,717,872,374,399
104623696,Ewenwan/MVision,https://api.github.com/repos/Ewenwan/MVision,6243,2475,3394,13,17
214118425,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,https://api.github.com/repos/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,6234,1427,189,109,138
156939672,microsoft/onnxruntime,https://api.github.com/repos/microsoft/onnxruntime,6229,1431,6320,678,2197
108539084,ufoym/deepo,https://api.github.com/repos/ufoym/deepo,6180,771,141,2,121
48593532,tensorpack/tensorpack,https://api.github.com/repos/tensorpack/tensorpack,6158,1828,2937,12,1332
88444621,SerpentAI/SerpentAI,https://api.github.com/repos/SerpentAI/SerpentAI,6156,724,250,0,0
58616850,ljpzzz/machinelearning,https://api.github.com/repos/ljpzzz/machinelearning,6142,3214,90,9,9
75413130,isl-org/Open3D,https://api.github.com/repos/isl-org/Open3D,6118,1537,3729,327,2100
277277803,EleutherAI/gpt-neo,https://api.github.com/repos/EleutherAI/gpt-neo,6108,497,883,13,125
60849305,nfmcclure/tensorflow_cookbook,https://api.github.com/repos/nfmcclure/tensorflow_cookbook,5999,2464,409,18,81
95723115,tensorflow/nmt,https://api.github.com/repos/tensorflow/nmt,5988,1943,203,248,175
65791375,thtrieu/darkflow,https://api.github.com/repos/thtrieu/darkflow,5958,2101,543,599,467
122299416,optuna/optuna,https://api.github.com/repos/optuna/optuna,5927,655,11591,101,955
219378850,poloclub/cnn-explainer,https://api.github.com/repos/poloclub/cnn-explainer,5860,930,280,0,36
106080065,shenweichen/DeepCTR,https://api.github.com/repos/shenweichen/DeepCTR,5812,1810,125,111,193
141200054,tensorflow/examples,https://api.github.com/repos/tensorflow/examples,5810,6004,1974,0,0
69775530,udacity/self-driving-car,https://api.github.com/repos/udacity/self-driving-car,5809,2001,251,0,0
192689297,zihangdai/xlnet,https://api.github.com/repos/zihangdai/xlnet,5806,1145,35,168,88
56459948,GoogleCloudPlatform/training-data-analyst,https://api.github.com/repos/GoogleCloudPlatform/training-data-analyst,5802,4636,6637,85,66
91379993,tensorflow/tensorboard,https://api.github.com/repos/tensorflow/tensorboard,5762,1469,4951,506,1089
108524017,tkarras/progressive_growing_of_gans,https://api.github.com/repos/tkarras/progressive_growing_of_gans,5710,1092,37,0,0
118620583,mozilla/TTS,https://api.github.com/repos/mozilla/TTS,5617,903,2184,17,510
111113343,deepmipt/DeepPavlov,https://api.github.com/repos/deepmipt/DeepPavlov,5592,1005,2611,101,503
59771425,zephyrproject-rtos/zephyr,https://api.github.com/repos/zephyrproject-rtos/zephyr,5568,3498,60382,1202,12703
50972789,pkmital/tensorflow_tutorials,https://api.github.com/repos/pkmital/tensorflow_tutorials,5557,1215,79,9,22
100464123,microsoft/MMdnn,https://api.github.com/repos/microsoft/MMdnn,5507,973,1083,318,289
68254498,cleverhans-lab/cleverhans,https://api.github.com/repos/cleverhans-lab/cleverhans,5399,1350,3201,21,422
95995403,lmcinnes/umap,https://api.github.com/repos/lmcinnes/umap,5388,611,1572,302,286
50461701,tensorflow/serving,https://api.github.com/repos/tensorflow/serving,5371,2079,6906,101,1237
23653453,pachyderm/pachyderm,https://api.github.com/repos/pachyderm/pachyderm,5346,515,20526,707,2355
61763248,lcdevelop/ChatBotCourse,https://api.github.com/repos/lcdevelop/ChatBotCourse,5297,1655,112,25,3
228700143,plasma-umass/scalene,https://api.github.com/repos/plasma-umass/scalene,5293,182,2322,40,141
50904245,apache/beam,https://api.github.com/repos/apache/beam,5275,3360,34656,0,0
105699750,yzhao062/pyod,https://api.github.com/repos/yzhao062/pyod,5240,1031,1414,108,117
62458409,keras-rl/keras-rl,https://api.github.com/repos/keras-rl/keras-rl,5202,1329,308,12,219
81460066,oarriaga/face_classification,https://api.github.com/repos/oarriaga/face_classification,5178,1567,147,40,78
305144746,geohot/tinygrad,https://api.github.com/repos/geohot/tinygrad,5163,583,672,5,87
84089270,nl8590687/ASRT_SpeechRecognition,https://api.github.com/repos/nl8590687/ASRT_SpeechRecognition,5073,1505,256,67,175
1241677,WebKit/WebKit-http,https://api.github.com/repos/WebKit/WebKit-http,5070,2028,231005,0,0
119285689,aamini/introtodeeplearning,https://api.github.com/repos/aamini/introtodeeplearning,5044,2472,433,12,55
79950107,affinelayer/pix2pix-tensorflow,https://api.github.com/repos/affinelayer/pix2pix-tensorflow,4965,1305,29,130,52
259991778,openai/jukebox,https://api.github.com/repos/openai/jukebox,4963,783,124,149,63
246738676,google/automl,https://api.github.com/repos/google/automl,4875,1299,673,114,714
184657328,NVIDIA/TensorRT,https://api.github.com/repos/NVIDIA/TensorRT,4858,1205,253,284,1274
114629751,huseinzol05/Stock-Prediction-Models,https://api.github.com/repos/huseinzol05/Stock-Prediction-Models,4838,1950,125,33,73
98470332,sebastianstarke/AI4Animation,https://api.github.com/repos/sebastianstarke/AI4Animation,4829,709,978,25,47
108166281,leela-zero/leela-zero,https://api.github.com/repos/leela-zero/leela-zero,4828,970,842,357,1638
79821807,yandexdataschool/Practical_RL,https://api.github.com/repos/yandexdataschool/Practical_RL,4810,1464,1316,30,143
5241312,halide/Halide,https://api.github.com/repos/halide/Halide,4807,953,22376,679,1324
96946693,tensorflow/tpu,https://api.github.com/repos/tensorflow/tpu,4634,1660,1212,238,201
99527575,minimaxir/textgenrnn,https://api.github.com/repos/minimaxir/textgenrnn,4632,738,174,120,90
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4568,789,3328,43,612
182210458,aidlearning/AidLearning-FrameWork,https://api.github.com/repos/aidlearning/AidLearning-FrameWork,4536,677,739,17,177
306018946,google-research/vision_transformer,https://api.github.com/repos/google-research/vision_transformer,4514,597,128,80,57
198350484,microsoft/unilm,https://api.github.com/repos/microsoft/unilm,4512,890,543,158,388
248323802,senguptaumd/Background-Matting,https://api.github.com/repos/senguptaumd/Background-Matting,4471,638,77,37,42
151525500,sql-machine-learning/sqlflow,https://api.github.com/repos/sql-machine-learning/sqlflow,4442,662,2220,245,777
264782257,Shawn-Shan/fawkes,https://api.github.com/repos/Shawn-Shan/fawkes,4438,437,128,11,123
174698235,thunil/TecoGAN,https://api.github.com/repos/thunil/TecoGAN,4436,890,24,66,42
105952367,onnx/models,https://api.github.com/repos/onnx/models,4367,955,199,129,157
118946377,tensorflow/lucid,https://api.github.com/repos/tensorflow/lucid,4363,621,667,70,100
100326126,plaidml/plaidml,https://api.github.com/repos/plaidml/plaidml,4328,406,1861,285,301
248381700,bmild/nerf,https://api.github.com/repos/bmild/nerf,4326,625,46,63,68
299644773,EssayKillerBrain/EssayKiller_V2,https://api.github.com/repos/EssayKillerBrain/EssayKiller_V2,4280,757,54,21,3
91797088,nuclio/nuclio,https://api.github.com/repos/nuclio/nuclio,4277,429,2001,107,374
100249425,fizyr/keras-retinanet,https://api.github.com/repos/fizyr/keras-retinanet,4266,1963,1142,29,1228
82524265,hunkim/DeepLearningZeroToAll,https://api.github.com/repos/hunkim/DeepLearningZeroToAll,4260,2730,334,0,73
65924871,probml/pyprobml,https://api.github.com/repos/probml/pyprobml,4252,987,2468,7,254
204388414,bojone/bert4keras,https://api.github.com/repos/bojone/bert4keras,4106,798,1826,128,292
101866073,alibaba/AliOS-Things,https://api.github.com/repos/alibaba/AliOS-Things,4095,1566,6499,357,223
79343907,balancap/SSD-Tensorflow,https://api.github.com/repos/balancap/SSD-Tensorflow,4073,1954,125,289,89
194306461,yuanxiaosc/DeepNude-an-Image-to-Image-technology,https://api.github.com/repos/yuanxiaosc/DeepNude-an-Image-to-Image-technology,4069,1698,44,1,6
140018843,udacity/deep-reinforcement-learning,https://api.github.com/repos/udacity/deep-reinforcement-learning,4056,2121,24,15,16
75710587,deepmind/learning-to-learn,https://api.github.com/repos/deepmind/learning-to-learn,4041,612,19,11,16
161455005,alibaba/x-deeplearning,https://api.github.com/repos/alibaba/x-deeplearning,3991,1008,81,109,234
49623605,baidu-research/warp-ctc,https://api.github.com/repos/baidu-research/warp-ctc,3965,1049,99,79,50
215890886,google-research/text-to-text-transfer-transformer,https://api.github.com/repos/google-research/text-to-text-transfer-transformer,3940,551,540,40,334
265612440,coqui-ai/TTS,https://api.github.com/repos/coqui-ai/TTS,3921,355,3775,29,197
159004094,macanv/BERT-BiLSTM-CRF-NER,https://api.github.com/repos/macanv/BERT-BiLSTM-CRF-NER,3872,1182,70,128,249
66823715,intel-analytics/BigDL,https://api.github.com/repos/intel-analytics/BigDL,3837,967,16688,309,809
347502287,kingoflolz/mesh-transformer-jax,https://api.github.com/repos/kingoflolz/mesh-transformer-jax,3819,472,142,13,135
130871393,IntelLabs/distiller,https://api.github.com/repos/IntelLabs/distiller,3811,748,640,62,282
22937749,rasbt/mlxtend,https://api.github.com/repos/rasbt/mlxtend,3791,746,1263,90,299
79584587,yahoo/TensorFlowOnSpark,https://api.github.com/repos/yahoo/TensorFlowOnSpark,3756,965,629,6,354
18302786,IDSIA/sacred,https://api.github.com/repos/IDSIA/sacred,3716,346,1315,96,427
80920452,nwojke/deep_sort,https://api.github.com/repos/nwojke/deep_sort,3706,1055,34,143,129
135768037,NVIDIA/DALI,https://api.github.com/repos/NVIDIA/DALI,3699,477,2355,145,940
86031674,wandb/client,https://api.github.com/repos/wandb/client,3695,291,4401,233,1303
94618560,Kyubyong/transformer,https://api.github.com/repos/Kyubyong/transformer,3679,1221,37,122,34
163800813,snowkylin/tensorflow-handbook,https://api.github.com/repos/snowkylin/tensorflow-handbook,3654,827,830,14,11
79841608,endernewton/tf-faster-rcnn,https://api.github.com/repos/endernewton/tf-faster-rcnn,3607,1627,319,211,269
93728104,NTMC-Community/MatchZoo,https://api.github.com/repos/NTMC-Community/MatchZoo,3590,914,1810,30,429
108053674,tensorflow/probability,https://api.github.com/repos/tensorflow/probability,3589,964,11290,485,640
80492172,charlesq34/pointnet,https://api.github.com/repos/charlesq34/pointnet,3578,1285,41,161,121
162021652,jessevig/bertviz,https://api.github.com/repos/jessevig/bertviz,3570,545,283,5,81
158789895,YunYang1994/tensorflow-yolov3,https://api.github.com/repos/YunYang1994/tensorflow-yolov3,3515,1400,370,464,117
51115997,tensorflow/rust,https://api.github.com/repos/tensorflow/rust,3488,305,755,40,108
285840886,TachibanaYoshino/AnimeGANv2,https://api.github.com/repos/TachibanaYoshino/AnimeGANv2,3430,463,50,27,17
196959890,TachibanaYoshino/AnimeGAN,https://api.github.com/repos/TachibanaYoshino/AnimeGAN,3422,537,162,13,35
43098215,deepchem/deepchem,https://api.github.com/repos/deepchem/deepchem,3417,1265,7411,393,994
159175746,idealo/image-super-resolution,https://api.github.com/repos/idealo/image-super-resolution,3407,618,150,83,108
139064580,tensorflow/adanet,https://api.github.com/repos/tensorflow/adanet,3357,526,440,64,48
267792621,Tencent/TNN,https://api.github.com/repos/Tencent/TNN,3346,596,2348,192,524
247693225,SystemErrorWang/White-box-Cartoonization,https://api.github.com/repos/SystemErrorWang/White-box-Cartoonization,3342,621,43,51,34
92406958,NELSONZHAO/zhihu,https://api.github.com/repos/NELSONZHAO/zhihu,3319,2155,64,31,10
119455332,tensorflow/minigo,https://api.github.com/repos/tensorflow/minigo,3278,550,1434,73,248
151636194,triton-inference-server/server,https://api.github.com/repos/triton-inference-server/server,3229,758,2445,111,1536
46443613,tensorflow/skflow,https://api.github.com/repos/tensorflow/skflow,3201,468,549,3,114
178976529,bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML,3191,374,1525,48,492
331071860,google/model_search,https://api.github.com/repos/google/model_search,3185,310,9,35,15
239201565,serengil/deepface,https://api.github.com/repos/serengil/deepface,3171,724,732,1,394
148221325,tensorflow/datasets,https://api.github.com/repos/tensorflow/datasets,3151,1201,4651,314,615
115182783,shaoanlu/faceswap-GAN,https://api.github.com/repos/shaoanlu/faceswap-GAN,3115,816,277,92,76
144027556,deepmind/trfl,https://api.github.com/repos/deepmind/trfl,3110,379,123,4,16
85491050,tensorforce/tensorforce,https://api.github.com/repos/tensorforce/tensorforce,3086,517,2099,5,622
164642888,kimiyoung/transformer-xl,https://api.github.com/repos/kimiyoung/transformer-xl,3085,679,32,90,38
65932217,priya-dwivedi/Deep-Learning,https://api.github.com/repos/priya-dwivedi/Deep-Learning,3079,2345,194,63,51
198232685,deepmind/open_spiel,https://api.github.com/repos/deepmind/open_spiel,3078,644,2915,31,312
86167728,CharlesShang/FastMaskRCNN,https://api.github.com/repos/CharlesShang/FastMaskRCNN,3074,1118,175,134,55
193652854,bytedance/byteps,https://api.github.com/repos/bytedance/byteps,3069,438,432,94,159
124853261,tensorflow/hub,https://api.github.com/repos/tensorflow/hub,3037,1624,1028,13,624
79082378,migueldeicaza/TensorFlowSharp,https://api.github.com/repos/migueldeicaza/TensorFlowSharp,3024,573,275,184,199
153097694,openvinotoolkit/open_model_zoo,https://api.github.com/repos/openvinotoolkit/open_model_zoo,3018,1065,7903,30,293
111991760,qq547276542/Agriculture_KnowledgeGraph,https://api.github.com/repos/qq547276542/Agriculture_KnowledgeGraph,3005,1374,195,54,22
190687137,rasbt/python-machine-learning-book-3rd-edition,https://api.github.com/repos/rasbt/python-machine-learning-book-3rd-edition,3002,1318,228,14,60
97159209,TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,https://api.github.com/repos/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,2999,1483,1343,11,0
81634683,Oneflow-Inc/oneflow,https://api.github.com/repos/Oneflow-Inc/oneflow,2998,359,7699,192,271
150938406,alibaba/Alink,https://api.github.com/repos/alibaba/Alink,2994,711,209,29,146
191126383,allegroai/clearml,https://api.github.com/repos/allegroai/clearml,2988,412,1529,163,296
153097643,openvinotoolkit/openvino,https://api.github.com/repos/openvinotoolkit/openvino,2987,1280,6699,120,1116
198669252,google/tf-quant-finance,https://api.github.com/repos/google/tf-quant-finance,2984,402,843,14,19
123424015,shibing624/pycorrector,https://api.github.com/repos/shibing624/pycorrector,2982,735,603,10,223
250184708,aladdinpersson/Machine-Learning-Collection,https://api.github.com/repos/aladdinpersson/Machine-Learning-Collection,2953,1341,71,40,30
153042051,Tencent/tencent-ml-images,https://api.github.com/repos/Tencent/tencent-ml-images,2932,496,156,42,22
114898943,SeldonIO/seldon-core,https://api.github.com/repos/SeldonIO/seldon-core,2912,635,7057,111,1727
73519205,raghakot/keras-vis,https://api.github.com/repos/raghakot/keras-vis,2912,642,195,113,101
78835091,rlcode/reinforcement-learning,https://api.github.com/repos/rlcode/reinforcement-learning,2896,700,264,26,27
190005983,google-research/football,https://api.github.com/repos/google-research/football,2876,1095,79,22,227
137939715,openai/glow,https://api.github.com/repos/openai/glow,2875,487,34,54,39
181222410,minimaxir/gpt-2-simple,https://api.github.com/repos/minimaxir/gpt-2-simple,2867,611,143,145,93
224296809,google-research/albert,https://api.github.com/repos/google-research/albert,2855,522,86,92,79
145148726,Azure/MachineLearningNotebooks,https://api.github.com/repos/Azure/MachineLearningNotebooks,2850,2062,1169,209,1021
246357476,google-research/simclr,https://api.github.com/repos/google-research/simclr,2823,437,39,50,130
98879196,argman/EAST,https://api.github.com/repos/argman/EAST,2815,1045,62,242,114
283215238,PAIR-code/lit,https://api.github.com/repos/PAIR-code/lit,2812,286,506,27,63
133867923,IntelLabs/nlp-architect,https://api.github.com/repos/IntelLabs/nlp-architect,2799,446,954,14,112
125381318,Trusted-AI/adversarial-robustness-toolbox,https://api.github.com/repos/Trusted-AI/adversarial-robustness-toolbox,2777,776,9414,76,560
195914972,uber/causalml,https://api.github.com/repos/uber/causalml,2773,428,435,39,203
120985410,EdjeElectronics/TensorFlow-Object-Detection-API-Tutorial-Train-Multiple-Objects-Windows-10,https://api.github.com/repos/EdjeElectronics/TensorFlow-Object-Detection-API-Tutorial-Train-Multiple-Objects-Windows-10,2769,1304,161,396,156
73594093,zzw922cn/Automatic_Speech_Recognition,https://api.github.com/repos/zzw922cn/Automatic_Speech_Recognition,2743,547,266,68,21
126897385,DeepLabCut/DeepLabCut,https://api.github.com/repos/DeepLabCut/DeepLabCut,2734,1243,1075,13,1280
165004157,alibaba/euler,https://api.github.com/repos/alibaba/euler,2724,552,8,214,102
51317975,Netflix/vmaf,https://api.github.com/repos/Netflix/vmaf,2718,571,1774,77,353
239714835,mindspore-ai/mindspore,https://api.github.com/repos/mindspore-ai/mindspore,2695,514,39004,82,65
133100880,kubeflow/pipelines,https://api.github.com/repos/kubeflow/pipelines,2685,1154,3991,595,2146
105281531,pytorch/glow,https://api.github.com/repos/pytorch/glow,2684,600,6450,267,519
155518202,Tencent/PocketFlow,https://api.github.com/repos/Tencent/PocketFlow,2676,503,214,72,202
112687645,suragnair/alpha-zero-general,https://api.github.com/repos/suragnair/alpha-zero-general,2674,772,207,27,126
233016299,google/flax,https://api.github.com/repos/google/flax,2635,300,2487,130,312
92752848,williamleif/GraphSAGE,https://api.github.com/repos/williamleif/GraphSAGE,2627,735,59,91,59
225545436,datawhalechina/competition-baseline,https://api.github.com/repos/datawhalechina/competition-baseline,2625,798,274,0,14
104670986,JohnSnowLabs/spark-nlp,https://api.github.com/repos/JohnSnowLabs/spark-nlp,2610,534,14014,71,541
96632503,keithito/tacotron,https://api.github.com/repos/keithito/tacotron,2608,933,81,130,193
114990078,junxiaosong/AlphaZero_Gomoku,https://api.github.com/repos/junxiaosong/AlphaZero_Gomoku,2596,842,44,64,45
164626274,tensorflow/graphics,https://api.github.com/repos/tensorflow/graphics,2585,340,749,71,90
95862535,apple/coremltools,https://api.github.com/repos/apple/coremltools,2545,399,911,316,549
116697549,zhaoyingjun/chatbot,https://api.github.com/repos/zhaoyingjun/chatbot,2522,866,70,61,58
260420185,deepmind/acme,https://api.github.com/repos/deepmind/acme,2520,306,732,41,120
95395370,sony/nnabla,https://api.github.com/repos/sony/nnabla,2517,313,2971,18,45
223357324,CLUEbenchmark/CLUE,https://api.github.com/repos/CLUEbenchmark/CLUE,2509,426,501,45,19
166696954,ajbrock/BigGAN-PyTorch,https://api.github.com/repos/ajbrock/BigGAN-PyTorch,2497,442,90,33,43
249107601,TensorSpeech/TensorFlowTTS,https://api.github.com/repos/TensorSpeech/TensorFlowTTS,2486,557,769,21,609
244029618,data-science-on-aws/oreilly_book,https://api.github.com/repos/data-science-on-aws/oreilly_book,2484,791,3130,74,138
90328920,intel-analytics/analytics-zoo,https://api.github.com/repos/intel-analytics/analytics-zoo,2469,713,3423,418,840
190658443,keras-team/keras-tuner,https://api.github.com/repos/keras-team/keras-tuner,2463,317,869,160,203
