id,full_name,url,stars,forks,commit,openIssue,closedIssue,collaborators
246738676,google/automl,https://api.github.com/repos/google/automl,4875,1299,673,114,714,34
114747226,deepfakes/faceswap,https://api.github.com/repos/deepfakes/faceswap,40299,11494,1411,22,710,75
159249114,tensorflow/addons,https://api.github.com/repos/tensorflow/addons,1443,538,1438,179,705,176
45596393,odlgroup/odl,https://api.github.com/repos/odlgroup/odl,230,94,4928,222,688,20
107937815,aws/amazon-sagemaker-examples,https://api.github.com/repos/aws/amazon-sagemaker-examples,6515,4901,2214,516,683,357
94460704,tensorflow/tensor2tensor,https://api.github.com/repos/tensorflow/tensor2tensor,11986,3030,4362,562,669,214
125098252,onnx/tensorflow-onnx,https://api.github.com/repos/onnx/tensorflow-onnx,1349,310,2649,75,667,64
110621895,aws/sagemaker-python-sdk,https://api.github.com/repos/aws/sagemaker-python-sdk,1563,742,2350,310,650,236
24897645,stack-of-tasks/pinocchio,https://api.github.com/repos/stack-of-tasks/pinocchio,676,205,5890,30,648,36
24528468,vaexio/vaex,https://api.github.com/repos/vaexio/vaex,6905,536,3424,289,641,56
108053674,tensorflow/probability,https://api.github.com/repos/tensorflow/probability,3589,964,11290,485,640,365
127941481,kubeflow/katib,https://api.github.com/repos/kubeflow/katib,1137,323,958,113,639,85
124853261,tensorflow/hub,https://api.github.com/repos/tensorflow/hub,3037,1624,1028,13,624,77
49643229,GPflow/GPflow,https://api.github.com/repos/GPflow/GPflow,1586,415,2274,102,624,67
85491050,tensorforce/tensorforce,https://api.github.com/repos/tensorforce/tensorforce,3086,517,2099,5,622,63
148221325,tensorflow/datasets,https://api.github.com/repos/tensorflow/datasets,3151,1201,4651,314,615,224
51620087,davidsandberg/facenet,https://api.github.com/repos/davidsandberg/facenet,12284,4704,566,483,615,27
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4568,789,3328,43,612,48
249107601,TensorSpeech/TensorFlowTTS,https://api.github.com/repos/TensorSpeech/TensorFlowTTS,2486,557,769,21,609,30
10456942,MTG/essentia,https://api.github.com/repos/MTG/essentia,2036,443,3069,328,598,51
102302633,schrum2/MM-NEAT,https://api.github.com/repos/schrum2/MM-NEAT,38,16,6439,52,587,17
74505259,slundberg/shap,https://api.github.com/repos/slundberg/shap,15424,2329,2011,1257,571,125
58157629,magenta/magenta,https://api.github.com/repos/magenta/magenta,17402,3579,1397,295,570,139
50915867,thought-machine/please,https://api.github.com/repos/thought-machine/please,1902,161,3679,43,570,94
182067506,kedro-org/kedro,https://api.github.com/repos/kedro-org/kedro,6456,606,1434,44,565,131
125381318,Trusted-AI/adversarial-robustness-toolbox,https://api.github.com/repos/Trusted-AI/adversarial-robustness-toolbox,2777,776,9414,76,560,73
95862535,apple/coremltools,https://api.github.com/repos/apple/coremltools,2545,399,911,316,549,94
57997461,marian-nmt/marian-dev,https://api.github.com/repos/marian-nmt/marian-dev,158,102,4871,83,544,38
104670986,JohnSnowLabs/spark-nlp,https://api.github.com/repos/JohnSnowLabs/spark-nlp,2610,534,14014,71,541,86
106987831,hacktoberfest17/programming,https://api.github.com/repos/hacktoberfest17/programming,286,784,1211,271,537,347
9754983,eugenp/tutorials,https://api.github.com/repos/eugenp/tutorials,29267,46876,23877,26,533,315
149430917,microsoft/recommenders,https://api.github.com/repos/microsoft/recommenders,12186,2116,7343,123,532,78
161247988,SciSharp/TensorFlow.NET,https://api.github.com/repos/SciSharp/TensorFlow.NET,2243,388,1953,118,525,54
168238552,pymedphys/pymedphys,https://api.github.com/repos/pymedphys/pymedphys,179,45,7829,58,525,23
267792621,Tencent/TNN,https://api.github.com/repos/Tencent/TNN,3346,596,2348,192,524,58
211124697,deezer/spleeter,https://api.github.com/repos/deezer/spleeter,18762,2042,477,117,524,15
38152816,modernmt/modernmt,https://api.github.com/repos/modernmt/modernmt,259,55,3406,51,523,14
105281531,pytorch/glow,https://api.github.com/repos/pytorch/glow,2684,600,6450,267,519,224
118620583,mozilla/TTS,https://api.github.com/repos/mozilla/TTS,5617,903,2184,17,510,43
135230742,MaybeShewill-CV/lanenet-lane-detection,https://api.github.com/repos/MaybeShewill-CV/lanenet-lane-detection,1725,779,174,8,509,5
111113343,deepmipt/DeepPavlov,https://api.github.com/repos/deepmipt/DeepPavlov,5592,1005,2611,101,503,63
40307735,flatironinstitute/CaImAn,https://api.github.com/repos/flatironinstitute/CaImAn,441,294,3858,16,494,47
178976529,bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML,3191,374,1525,48,492,97
169116405,tensorflow/tfx,https://api.github.com/repos/tensorflow/tfx,1695,542,4093,234,489,115
187431809,jkjung-avt/tensorrt_demos,https://api.github.com/repos/jkjung-avt/tensorrt_demos,1346,440,414,3,483,12
170580540,pyro-ppl/numpyro,https://api.github.com/repos/pyro-ppl/numpyro,1289,130,960,34,479,55
247295191,open-mmlab/OpenPCDet,https://api.github.com/repos/open-mmlab/OpenPCDet,2337,738,303,215,473,21
129936360,PennyLaneAI/pennylane,https://api.github.com/repos/PennyLaneAI/pennylane,1156,345,2349,103,468,85
65791375,thtrieu/darkflow,https://api.github.com/repos/thtrieu/darkflow,5958,2101,543,599,467,26
257913595,voxel51/fiftyone,https://api.github.com/repos/voxel51/fiftyone,989,126,12484,201,465,20
91573538,testerSunshine/12306,https://api.github.com/repos/testerSunshine/12306,30563,9490,435,209,464,21
111751293,google/deepvariant,https://api.github.com/repos/google/deepvariant,2431,605,1842,1,463,18
118789569,scikit-hep/pyhf,https://api.github.com/repos/scikit-hep/pyhf,205,64,1023,320,457,26
131881622,NVIDIA/DeepLearningExamples,https://api.github.com/repos/NVIDIA/DeepLearningExamples,7615,2154,1075,122,452,79
60626727,tensorlayer/TensorLayer,https://api.github.com/repos/tensorlayer/TensorLayer,6816,1524,3350,20,438,89
149512216,intel/dffml,https://api.github.com/repos/intel/dffml,150,125,1716,310,438,53
252778465,NVIDIA-Merlin/NVTabular,https://api.github.com/repos/NVIDIA-Merlin/NVTabular,646,100,831,170,435,32
92238803,openai/baselines,https://api.github.com/repos/openai/baselines,12314,4236,347,391,430,104
93728104,NTMC-Community/MatchZoo,https://api.github.com/repos/NTMC-Community/MatchZoo,3590,914,1810,30,429,28
18302786,IDSIA/sacred,https://api.github.com/repos/IDSIA/sacred,3716,346,1315,96,427,87
125932201,OlafenwaMoses/ImageAI,https://api.github.com/repos/OlafenwaMoses/ImageAI,6818,1903,292,243,426,12
222796322,twosixlabs/armory,https://api.github.com/repos/twosixlabs/armory,92,40,475,85,424,15
68254498,cleverhans-lab/cleverhans,https://api.github.com/repos/cleverhans-lab/cleverhans,5399,1350,3201,21,422,110
157936206,tensorflow/agents,https://api.github.com/repos/tensorflow/agents,2180,596,2008,107,419,102
301903883,huawei-noah/SMARTS,https://api.github.com/repos/huawei-noah/SMARTS,517,103,330,202,417,11
148566613,mlcommons/inference,https://api.github.com/repos/mlcommons/inference,573,331,1258,78,402,76
235860204,microsoft/DeepSpeed,https://api.github.com/repos/microsoft/DeepSpeed,6270,717,872,374,399,90
249615315,nnstreamer/nntrainer,https://api.github.com/repos/nnstreamer/nntrainer,64,32,1850,148,396,14
239201565,serengil/deepface,https://api.github.com/repos/serengil/deepface,3171,724,732,1,394,19
104710554,MaybeShewill-CV/CRNN_Tensorflow,https://api.github.com/repos/MaybeShewill-CV/CRNN_Tensorflow,975,388,276,2,391,8
198350484,microsoft/unilm,https://api.github.com/repos/microsoft/unilm,4512,890,543,158,388,29
269365590,DeepRegNet/DeepReg,https://api.github.com/repos/DeepRegNet/DeepReg,358,56,2681,3,387,17
277549433,akshitagupta15june/Face-X,https://api.github.com/repos/akshitagupta15june/Face-X,142,217,2764,28,386,109
257688216,quic/aimet,https://api.github.com/repos/quic/aimet,841,160,623,110,384,18
169442310,amaiya/ktrain,https://api.github.com/repos/amaiya/ktrain,947,234,2585,1,383,13
119894375,kubeflow/examples,https://api.github.com/repos/kubeflow/examples,1112,605,497,1,377,79
152386408,equinor/gordo,https://api.github.com/repos/equinor/gordo,23,19,797,25,375,16
91797088,nuclio/nuclio,https://api.github.com/repos/nuclio/nuclio,4277,429,2001,107,374,68
21950910,GoogleCloudPlatform/PerfKitBenchmarker,https://api.github.com/repos/GoogleCloudPlatform/PerfKitBenchmarker,1656,434,5678,211,370,113
109252675,OpenNMT/OpenNMT-tf,https://api.github.com/repos/OpenNMT/OpenNMT-tf,1295,356,1964,23,370,20
132186783,autonomio/talos,https://api.github.com/repos/autonomio/talos,1493,251,568,25,366,16
94218531,lanpa/tensorboardX,https://api.github.com/repos/lanpa/tensorboardX,7227,849,482,63,365,64
55147386,tflearn/tflearn,https://api.github.com/repos/tflearn/tflearn,9577,2434,613,547,362,121
5844399,dpinney/omf,https://api.github.com/repos/dpinney/omf,90,58,7195,0,357,37
247562854,jina-ai/jina-hub,https://api.github.com/repos/jina-ai/jina-hub,95,54,2561,4,356,44
79584587,yahoo/TensorFlowOnSpark,https://api.github.com/repos/yahoo/TensorFlowOnSpark,3756,965,629,6,354,20
51317975,Netflix/vmaf,https://api.github.com/repos/Netflix/vmaf,2718,571,1774,77,353,70
154747577,google-research/bert,https://api.github.com/repos/google-research/bert,30362,8522,111,751,340,26
215890886,google-research/text-to-text-transfer-transformer,https://api.github.com/repos/google-research/text-to-text-transfer-transformer,3940,551,540,40,334,43
169674091,lululxvi/deepxde,https://api.github.com/repos/lululxvi/deepxde,853,307,739,88,331,26
156926195,tensorflow/io,https://api.github.com/repos/tensorflow/io,532,219,1558,164,329,85
166495086,BrikerMan/Kashgari,https://api.github.com/repos/BrikerMan/Kashgari,2256,429,955,37,326,20
174168383,murthylab/sleap,https://api.github.com/repos/murthylab/sleap,135,29,2891,23,324,12
287463830,microsoft/qlib,https://api.github.com/repos/microsoft/qlib,7988,1364,1681,138,313,72
233016299,google/flax,https://api.github.com/repos/google/flax,2635,300,2487,130,312,125
198232685,deepmind/open_spiel,https://api.github.com/repos/deepmind/open_spiel,3078,644,2915,31,312,107
172640711,lightvector/KataGo,https://api.github.com/repos/lightvector/KataGo,1516,328,2940,175,306,28
93641740,nanoporetech/medaka,https://api.github.com/repos/nanoporetech/medaka,220,43,1269,25,303,9
100326126,plaidml/plaidml,https://api.github.com/repos/plaidml/plaidml,4328,406,1861,285,301,43
22937749,rasbt/mlxtend,https://api.github.com/repos/rasbt/mlxtend,3791,746,1263,90,299,78
94331757,bethgelab/foolbox,https://api.github.com/repos/bethgelab/foolbox,2148,384,1686,35,299,31
191126383,allegroai/clearml,https://api.github.com/repos/allegroai/clearml,2988,412,1529,163,296,43
128121076,dmlc/gluon-nlp,https://api.github.com/repos/dmlc/gluon-nlp,2364,524,840,232,295,77
153097694,openvinotoolkit/open_model_zoo,https://api.github.com/repos/openvinotoolkit/open_model_zoo,3018,1065,7903,30,293,122
204388414,bojone/bert4keras,https://api.github.com/repos/bojone/bert4keras,4106,798,1826,128,292,6
100464123,microsoft/MMdnn,https://api.github.com/repos/microsoft/MMdnn,5507,973,1083,318,289,66
95995403,lmcinnes/umap,https://api.github.com/repos/lmcinnes/umap,5388,611,1572,302,286,86
56228491,marian-nmt/marian,https://api.github.com/repos/marian-nmt/marian,861,196,4855,57,285,37
130871393,IntelLabs/distiller,https://api.github.com/repos/IntelLabs/distiller,3811,748,640,62,282,24
215649623,Xilinx/Vitis-AI,https://api.github.com/repos/Xilinx/Vitis-AI,747,435,1161,303,279,32
254142161,Seagate/cortx,https://api.github.com/repos/Seagate/cortx,540,309,5562,12,276,207
61130280,rwth-i6/returnn,https://api.github.com/repos/rwth-i6/returnn,313,128,9093,64,273,48
81634683,Oneflow-Inc/oneflow,https://api.github.com/repos/Oneflow-Inc/oneflow,2998,359,7699,192,271,104
372489086,prathimacode-hub/ML-ProjectKart,https://api.github.com/repos/prathimacode-hub/ML-ProjectKart,131,145,2603,41,271,61
105942505,onnx/onnx-tensorflow,https://api.github.com/repos/onnx/onnx-tensorflow,1019,268,732,218,270,35
33904449,Kaggle/docker-python,https://api.github.com/repos/Kaggle/docker-python,1886,816,1958,14,269,123
79841608,endernewton/tf-faster-rcnn,https://api.github.com/repos/endernewton/tf-faster-rcnn,3607,1627,319,211,269,13
72132009,ucbrise/clipper,https://api.github.com/repos/ucbrise/clipper,1314,272,305,114,268,36
153597157,blue-oil/blueoil,https://api.github.com/repos/blue-oil/blueoil,249,88,1540,123,267,52
76095264,autorope/donkeycar,https://api.github.com/repos/autorope/donkeycar,2214,1141,2125,79,266,107
133389787,voxelmorph/voxelmorph,https://api.github.com/repos/voxelmorph/voxelmorph,1412,436,515,47,262,8
104001805,HealthRex/CDSS,https://api.github.com/repos/HealthRex/CDSS,64,27,2154,80,261,25
65924871,probml/pyprobml,https://api.github.com/repos/probml/pyprobml,4252,987,2468,7,254,32
219892487,aws/aws-neuron-sdk,https://api.github.com/repos/aws/aws-neuron-sdk,225,77,702,22,251,39
157198623,hanxiao/bert-as-service,https://api.github.com/repos/hanxiao/bert-as-service,9869,1894,1640,254,251,37
119455332,tensorflow/minigo,https://api.github.com/repos/tensorflow/minigo,3278,550,1434,73,248,23
191796209,waymo-research/waymo-open-dataset,https://api.github.com/repos/waymo-research/waymo-open-dataset,1600,355,105,141,248,10
63446519,Dobiasd/frugally-deep,https://api.github.com/repos/Dobiasd/frugally-deep,833,195,1455,6,246,23
126222784,tf-encrypted/tf-encrypted,https://api.github.com/repos/tf-encrypted/tf-encrypted,974,175,595,168,243,24
108200238,geomstats/geomstats,https://api.github.com/repos/geomstats/geomstats,689,143,7043,120,242,39
85352239,h2oai/h2o4gpu,https://api.github.com/repos/h2oai/h2o4gpu,437,104,2267,145,242,23
183506381,google/TensorNetwork,https://api.github.com/repos/google/TensorNetwork,1539,332,566,107,239,50
131044128,PaddlePaddle/PARL,https://api.github.com/repos/PaddlePaddle/PARL,2417,626,422,61,237,27
41323480,itdxer/neupy,https://api.github.com/repos/itdxer/neupy,701,153,1145,32,234,5
160251929,tensorflow/ranking,https://api.github.com/repos/tensorflow/ranking,2410,417,442,50,233,25
37615400,kristinbranson/APT,https://api.github.com/repos/kristinbranson/APT,57,10,3443,135,233,10
298017988,googleapis/python-aiplatform,https://api.github.com/repos/googleapis/python-aiplatform,161,97,536,32,231,44
6228378,easybuilders/easybuild-easyblocks,https://api.github.com/repos/easybuilders/easybuild-easyblocks,75,228,10648,191,230,108
24376854,libxsmm/libxsmm,https://api.github.com/repos/libxsmm/libxsmm,600,152,16562,15,230,42
152700563,cardwing/Codes-for-Lane-Detection,https://api.github.com/repos/cardwing/Codes-for-Lane-Detection,908,324,255,100,229,4
68528301,RedisAI/RedisAI,https://api.github.com/repos/RedisAI/RedisAI,663,76,1448,80,228,27
101866073,alibaba/AliOS-Things,https://api.github.com/repos/alibaba/AliOS-Things,4095,1566,6499,357,223,84
123424015,shibing624/pycorrector,https://api.github.com/repos/shibing624/pycorrector,2982,735,603,10,223,11
252701518,neurodata/ProgLearn,https://api.github.com/repos/neurodata/ProgLearn,31,41,1398,43,222,34
189640071,aimhubio/aim,https://api.github.com/repos/aimhubio/aim,2133,124,1340,116,221,27
114906452,Rayhane-mamah/Tacotron-2,https://api.github.com/repos/Rayhane-mamah/Tacotron-2,1986,878,156,243,221,14
354743794,aimakerspace/PeekingDuck,https://api.github.com/repos/aimakerspace/PeekingDuck,81,16,1818,10,221,12
161556784,tensorflow/federated,https://api.github.com/repos/tensorflow/federated,1753,429,3727,58,220,89
151619717,google-research/google-research,https://api.github.com/repos/google-research/google-research,21850,5156,2902,480,219,395
62458409,keras-rl/keras-rl,https://api.github.com/repos/keras-rl/keras-rl,5202,1329,308,12,219,33
115830792,glinscott/leela-chess,https://api.github.com/repos/glinscott/leela-chess,755,291,1024,130,217,41
19008910,ShifuML/shifu,https://api.github.com/repos/ShifuML/shifu,219,108,2452,228,215,16
157422219,occlum/occlum,https://api.github.com/repos/occlum/occlum,863,135,977,73,212,32
69576253,GoogleCloudPlatform/cloudml-samples,https://api.github.com/repos/GoogleCloudPlatform/cloudml-samples,1453,866,1198,0,207,73
113332442,lsds/sgx-lkl,https://api.github.com/repos/lsds/sgx-lkl,218,76,597,160,204,30
190658443,keras-team/keras-tuner,https://api.github.com/repos/keras-team/keras-tuner,2463,317,869,160,203,38
195914972,uber/causalml,https://api.github.com/repos/uber/causalml,2773,428,435,39,203,35
155518202,Tencent/PocketFlow,https://api.github.com/repos/Tencent/PocketFlow,2676,503,214,72,202,9
96946693,tensorflow/tpu,https://api.github.com/repos/tensorflow/tpu,4634,1660,1212,238,201,51
153859755,CyberZHG/keras-bert,https://api.github.com/repos/CyberZHG/keras-bert,2287,505,142,0,201,6
84979152,firebase/firebase-admin-python,https://api.github.com/repos/firebase/firebase-admin-python,704,237,279,25,199,38
79082378,migueldeicaza/TensorFlowSharp,https://api.github.com/repos/migueldeicaza/TensorFlowSharp,3024,573,275,184,199,29
265612440,coqui-ai/TTS,https://api.github.com/repos/coqui-ai/TTS,3921,355,3775,29,197,67
91222097,kkroening/ffmpeg-python,https://api.github.com/repos/kkroening/ffmpeg-python,6379,633,449,321,197,20
91284550,studioml/studio,https://api.github.com/repos/studioml/studio,374,52,2409,57,195,12
123953638,rpautrat/SuperPoint,https://api.github.com/repos/rpautrat/SuperPoint,996,306,267,25,195,4
170161374,microsoft/computervision-recipes,https://api.github.com/repos/microsoft/computervision-recipes,8282,1015,923,55,193,39
183058962,minerllabs/minerl,https://api.github.com/repos/minerllabs/minerl,342,77,746,144,193,33
126039059,Calamari-OCR/calamari,https://api.github.com/repos/Calamari-OCR/calamari,896,189,428,39,193,16
106080065,shenweichen/DeepCTR,https://api.github.com/repos/shenweichen/DeepCTR,5812,1810,125,111,193,12
70730339,tensorflow/benchmarks,https://api.github.com/repos/tensorflow/benchmarks,1006,614,788,86,191,71
356055024,tensorflow/tflite-micro,https://api.github.com/repos/tensorflow/tflite-micro,516,272,559,61,191,41
248812668,ddangelov/Top2Vec,https://api.github.com/repos/ddangelov/Top2Vec,1538,225,302,31,189,2
201518876,asyml/forte,https://api.github.com/repos/asyml/forte,157,54,991,73,188,32
138060572,IBM/taxinomitis,https://api.github.com/repos/IBM/taxinomitis,100,116,1259,16,187,23
167497070,scorelab/LabelLab,https://api.github.com/repos/scorelab/LabelLab,57,99,629,22,185,27
33518425,PsychoinformaticsLab/pliers,https://api.github.com/repos/PsychoinformaticsLab/pliers,261,65,2074,41,184,25
105057392,guildai/guildai,https://api.github.com/repos/guildai/guildai,657,59,4689,113,184,15
105468219,IntelLabs/coach,https://api.github.com/repos/IntelLabs/coach,2106,424,521,78,183,31
126414319,stanford-ppl/spatial,https://api.github.com/repos/stanford-ppl/spatial,224,30,2555,68,183,11
59207352,NLeSC/mcfly,https://api.github.com/repos/NLeSC/mcfly,338,80,833,51,183,11
164881995,Accenture/AmpliGraph,https://api.github.com/repos/Accenture/AmpliGraph,1685,197,947,20,181,12
208313010,NVIDIA-Merlin/HugeCTR,https://api.github.com/repos/NVIDIA-Merlin/HugeCTR,566,131,1885,58,180,32
133702954,vanvalenlab/deepcell-tf,https://api.github.com/repos/vanvalenlab/deepcell-tf,225,53,353,13,180,16
57151909,deepmedic/deepmedic,https://api.github.com/repos/deepmedic/deepmedic,889,331,537,16,179,6
90264407,tslearn-team/tslearn,https://api.github.com/repos/tslearn-team/tslearn,2008,261,1581,75,178,30
73422616,cytomining/DeepProfiler,https://api.github.com/repos/cytomining/DeepProfiler,59,30,755,19,178,11
162340677,onnx/keras-onnx,https://api.github.com/repos/onnx/keras-onnx,344,111,423,102,177,16
182210458,aidlearning/AidLearning-FrameWork,https://api.github.com/repos/aidlearning/AidLearning-FrameWork,4536,677,739,17,177,3
102903563,NVIDIA/OpenSeq2Seq,https://api.github.com/repos/NVIDIA/OpenSeq2Seq,1432,357,1695,80,176,34
164874894,asreview/asreview,https://api.github.com/repos/asreview/asreview,311,66,758,60,175,26
95723115,tensorflow/nmt,https://api.github.com/repos/tensorflow/nmt,5988,1943,203,248,175,20
84089270,nl8590687/ASRT_SpeechRecognition,https://api.github.com/repos/nl8590687/ASRT_SpeechRecognition,5073,1505,256,67,175,9
77741414,DrSleep/tensorflow-deeplab-resnet,https://api.github.com/repos/DrSleep/tensorflow-deeplab-resnet,1219,444,102,25,175,2
85625701,divamgupta/image-segmentation-keras,https://api.github.com/repos/divamgupta/image-segmentation-keras,2371,1002,235,139,174,12
329405026,deislabs/mystikos,https://api.github.com/repos/deislabs/mystikos,80,40,2075,86,173,23
133324605,GreenWaves-Technologies/gap_sdk,https://api.github.com/repos/GreenWaves-Technologies/gap_sdk,107,60,412,19,173,18
227367327,PINTO0309/PINTO_model_zoo,https://api.github.com/repos/PINTO0309/PINTO_model_zoo,1447,243,1564,2,172,8
147255381,kubeflow/fairing,https://api.github.com/repos/kubeflow/fairing,308,143,235,120,171,41
104096218,eclipse/xacc,https://api.github.com/repos/eclipse/xacc,113,59,2423,50,170,19
41169947,SimVascular/SimVascular,https://api.github.com/repos/SimVascular/SimVascular,148,97,3133,187,170,8
